order_item_id,order_id,product_id,quantity,unit_price,discount
274,92,97,3,322.01,64.4
275,92,143,4,107.53,0.0
276,92,132,3,89.04,0.0
277,93,22,3,18.29,0.0
278,93,50,4,320.93,32.09
279,93,91,4,252.58,37.89
280,93,87,3,283.38,56.68
281,94,69,3,93.19,13.98
282,94,62,4,399.48,0.0
283,94,104,1,172.41,0.0
284,95,40,4,304.26,60.85
285,95,132,2,89.04,8.9
286,95,9,2,444.4,0.0
287,95,86,3,474.92,94.98
288,95,44,4,452.04,0.0
289,96,144,3,201.38,20.14
290,96,64,3,64.91,0.0
291,96,123,4,77.17,0.0
292,96,2,4,332.83,49.92
293,96,133,4,328.02,0.0
294,97,133,3,328.02,65.6
295,97,48,2,333.72,0.0
296,97,87,3,283.38,0.0
297,98,76,1,127.04,0.0
298,98,117,3,491.5,73.72
299,98,57,2,188.77,18.88
300,99,123,2,77.17,11.58
301,99,38,4,202.51,0.0
302,100,43,1,330.28,0.0
303,100,58,2,336.01,50.4
304,100,6,3,43.07,8.61
305,100,86,2,474.92,71.24
306,100,107,3,110.67,0.0
307,101,63,3,142.21,0.0
308,102,39,2,203.79,0.0
309,102,69,3,93.19,0.0
310,103,65,3,416.07,62.41
311,103,20,3,169.34,0.0
312,103,83,2,129.83,0.0
313,103,58,3,336.01,0.0
314,103,18,1,368.54,0.0
315,104,15,4,350.02,0.0
316,104,34,1,22.78,0.0
317,104,98,3,187.8,37.56
318,105,85,2,256.09,38.41
319,105,38,4,202.51,40.5
320,106,116,2,377.29,75.46
321,106,2,4,332.83,33.28
322,106,86,2,474.92,0.0
323,107,141,4,328.57,32.86
324,108,5,2,415.34,41.53
325,108,31,1,287.81,43.17
326,108,54,3,34.49,0.0
327,108,114,1,93.0,0.0
328,109,136,4,396.02,79.2
329,109,30,3,304.56,0.0
330,110,37,4,104.0,0.0
331,110,106,1,123.25,24.65
332,110,11,2,381.78,38.18
333,110,21,1,429.76,0.0
334,111,44,1,452.04,0.0
335,111,122,2,425.68,0.0
336,111,73,1,298.52,0.0
337,112,35,3,335.39,0.0
338,112,27,1,168.15,0.0
339,112,101,2,127.41,0.0
340,112,42,1,478.77,47.88
341,112,10,1,409.97,0.0
342,113,96,4,498.77,49.88
343,114,93,1,155.24,15.52
344,114,135,3,236.07,0.0
345,114,61,1,92.4,0.0
346,114,123,4,77.17,0.0
347,115,54,4,34.49,5.17
348,116,28,4,75.89,0.0
349,116,83,3,129.83,0.0
350,116,11,1,381.78,57.27
351,116,92,2,218.76,43.75
352,116,114,2,93.0,0.0
353,117,1,1,321.1,0.0
354,117,56,1,422.08,0.0
355,117,20,2,169.34,33.87
356,117,149,1,499.81,0.0
357,117,46,2,67.45,13.49
358,118,90,3,490.37,49.04
359,118,146,2,429.95,0.0
360,119,89,3,15.3,3.06
361,119,109,2,270.39,27.04
362,120,20,3,169.34,0.0
363,120,93,4,155.24,0.0
364,120,110,4,130.63,0.0
365,121,129,2,237.02,0.0
366,121,21,1,429.76,42.98
367,121,80,2,413.08,0.0
368,122,74,1,278.72,41.81
369,122,72,4,242.78,24.28
370,122,12,3,76.22,7.62
371,123,6,2,43.07,6.46
372,123,103,4,233.36,0.0
373,123,136,4,396.02,0.0
374,123,127,1,222.52,0.0
375,124,119,1,453.53,90.71
376,125,102,4,139.64,20.95
377,126,146,2,429.95,0.0
378,126,59,3,189.39,18.94
379,127,57,3,188.77,18.88
380,127,148,2,165.59,33.12
381,128,48,1,333.72,0.0
382,128,126,4,131.53,0.0
383,129,127,2,222.52,44.5
384,130,11,3,381.78,0.0
385,130,55,3,42.68,6.4
386,130,76,1,127.04,0.0
387,130,79,2,190.04,0.0
388,131,139,2,262.86,26.29
389,131,136,3,396.02,0.0
390,131,39,2,203.79,0.0
391,131,125,2,269.3,53.86
392,132,78,2,236.94,23.69
393,132,86,3,474.92,0.0
394,132,92,3,218.76,43.75
395,133,141,2,328.57,0.0
396,133,106,3,123.25,12.33
397,133,7,4,28.64,4.3
398,133,53,3,110.68,0.0
399,133,75,3,134.66,0.0
400,134,68,1,136.7,0.0
401,134,30,3,304.56,45.68
402,134,3,3,341.27,0.0
403,135,137,1,142.56,14.26
404,135,31,2,287.81,43.17
405,135,72,2,242.78,0.0
406,135,142,1,118.0,0.0
407,135,1,3,321.1,32.11
408,136,48,1,333.72,50.06
409,136,51,3,95.6,19.12
410,137,18,1,368.54,55.28
411,137,75,4,134.66,0.0
412,137,10,4,409.97,0.0
413,137,77,1,208.09,41.62
414,137,105,3,223.61,22.36
415,138,123,3,77.17,0.0
416,138,147,4,15.84,2.38
417,138,67,1,351.2,70.24
418,139,135,3,236.07,0.0
419,139,79,3,190.04,38.01
420,140,56,2,422.08,63.31
421,141,146,4,429.95,85.99
422,141,58,2,336.01,0.0
423,141,63,4,142.21,0.0
424,141,34,3,22.78,3.42
425,142,40,2,304.26,0.0
426,142,87,2,283.38,28.34
427,142,6,3,43.07,0.0
428,142,11,1,381.78,38.18
429,142,31,1,287.81,57.56
430,143,121,2,162.84,0.0
431,143,61,2,92.4,13.86
432,143,81,1,43.0,6.45
433,143,91,4,252.58,37.89
434,144,46,3,67.45,6.75
435,144,121,1,162.84,0.0
436,144,68,2,136.7,13.67
437,144,56,4,422.08,42.21
438,145,115,2,377.52,0.0
439,145,147,3,15.84,1.58
440,145,96,2,498.77,99.75
441,145,132,3,89.04,0.0
442,146,107,3,110.67,0.0
443,146,67,4,351.2,0.0
444,146,34,1,22.78,0.0
445,146,142,1,118.0,0.0
446,146,136,4,396.02,79.2
447,147,37,4,104.0,0.0
448,147,114,3,93.0,18.6
449,147,48,3,333.72,0.0
450,147,145,4,27.77,2.78
451,148,20,1,169.34,33.87
452,149,79,1,190.04,0.0
453,149,59,3,189.39,37.88
454,150,122,2,425.68,0.0
455,150,4,3,273.69,54.74
456,150,74,1,278.72,0.0
457,150,117,3,491.5,49.15
458,150,150,4,104.02,0.0
459,151,109,1,270.39,0.0
460,151,9,1,444.4,88.88
461,151,135,4,236.07,0.0
462,152,146,2,429.95,0.0
463,152,43,3,330.28,33.03
464,153,62,2,399.48,79.9
465,153,81,4,43.0,0.0
466,153,84,2,178.48,17.85
467,153,124,3,241.15,24.12
468,154,62,1,399.48,0.0
469,154,85,3,256.09,0.0
470,154,84,3,178.48,26.77
471,155,101,2,127.41,0.0
472,156,77,2,208.09,20.81
473,156,12,1,76.22,7.62
474,156,83,1,129.83,0.0
475,156,33,1,179.42,0.0
476,157,44,4,452.04,0.0
477,157,147,2,15.84,0.0
478,157,10,1,409.97,0.0
479,158,38,4,202.51,0.0
480,159,119,3,453.53,0.0
481,159,4,4,273.69,0.0
482,160,65,3,416.07,62.41
483,160,76,4,127.04,0.0
484,161,53,1,110.68,16.6
485,162,134,4,444.99,0.0
486,162,145,3,27.77,5.55
487,162,68,2,136.7,0.0
488,163,41,1,36.8,0.0
489,163,132,4,89.04,0.0
490,163,45,2,299.19,29.92
491,164,92,3,218.76,43.75
492,164,123,1,77.17,15.43
493,164,28,1,75.89,15.18
494,164,71,2,352.1,35.21
495,164,11,3,381.78,0.0
496,165,135,4,236.07,47.21
497,165,101,1,127.41,12.74
498,166,16,1,128.09,12.81
499,166,58,3,336.01,0.0
500,166,71,3,352.1,35.21
501,166,126,2,131.53,0.0
502,166,48,4,333.72,33.37
503,167,58,4,336.01,33.6
504,167,88,2,269.25,0.0
505,168,6,1,43.07,8.61
506,169,56,4,422.08,0.0
507,169,27,3,168.15,0.0
508,169,136,4,396.02,0.0
509,170,124,3,241.15,24.12
510,170,112,2,211.58,0.0
511,170,33,1,179.42,0.0
512,170,116,2,377.29,0.0
513,170,144,3,201.38,20.14
514,171,65,4,416.07,0.0
515,171,77,3,208.09,0.0
516,171,63,2,142.21,0.0
517,171,82,2,437.52,0.0
518,172,100,2,270.76,40.61
519,172,96,4,498.77,99.75
520,173,15,3,350.02,0.0
521,173,67,3,351.2,0.0
522,173,30,4,304.56,30.46
523,174,87,2,283.38,42.51
524,174,20,1,169.34,0.0
525,174,57,1,188.77,0.0
526,175,40,2,304.26,45.64
527,176,146,2,429.95,0.0
528,176,72,3,242.78,48.56
529,177,94,2,414.66,62.2
530,177,108,4,294.36,44.15
531,177,105,4,223.61,0.0
532,177,101,1,127.41,25.48
533,178,42,2,478.77,71.82
534,178,137,1,142.56,28.51
535,178,120,2,335.74,50.36
536,179,150,3,104.02,15.6
537,179,44,4,452.04,45.2
538,179,82,4,437.52,87.5
539,179,74,3,278.72,0.0
540,180,48,4,333.72,50.06
541,181,92,1,218.76,32.81
542,182,103,1,233.36,0.0
543,182,68,4,136.7,0.0
544,182,98,3,187.8,0.0
545,182,115,4,377.52,56.63
546,183,117,4,491.5,49.15
547,183,123,3,77.17,0.0
548,183,72,3,242.78,0.0
549,183,7,1,28.64,4.3
550,183,109,4,270.39,54.08
551,184,147,2,15.84,0.0
552,184,110,4,130.63,0.0
553,184,52,4,98.97,0.0
554,184,108,4,294.36,58.87
555,185,40,4,304.26,60.85
556,186,67,4,351.2,0.0
557,186,70,1,246.27,0.0
558,187,37,4,104.0,0.0
559,188,12,2,76.22,0.0
560,188,134,4,444.99,44.5
561,189,44,2,452.04,0.0
562,189,60,1,353.64,0.0
563,190,82,2,437.52,43.75
564,190,34,1,22.78,0.0
565,190,39,4,203.79,0.0
566,190,111,2,11.12,1.67
567,191,142,4,118.0,11.8
568,192,75,1,134.66,0.0
569,192,83,1,129.83,0.0
570,192,30,2,304.56,0.0
571,193,70,1,246.27,49.25
572,193,63,4,142.21,28.44
573,193,19,1,488.22,0.0
574,193,7,2,28.64,4.3
575,193,1,1,321.1,0.0
576,194,6,2,43.07,6.46
577,194,34,2,22.78,4.56
578,194,27,3,168.15,0.0
579,194,26,4,242.14,48.43
580,194,68,4,136.7,0.0
581,195,120,1,335.74,0.0
582,196,103,2,233.36,0.0
583,196,119,3,453.53,0.0
584,196,137,2,142.56,28.51
585,196,12,3,76.22,0.0
586,196,100,2,270.76,0.0
587,197,64,4,64.91,0.0
588,197,30,2,304.56,60.91
589,197,74,2,278.72,55.74
590,197,63,1,142.21,0.0
591,198,141,4,328.57,49.29
592,198,50,1,320.93,32.09
593,198,63,2,142.21,28.44
594,198,64,1,64.91,9.74
595,198,21,4,429.76,64.46
596,199,10,3,409.97,41.0
597,200,101,3,127.41,19.11
598,200,67,2,351.2,0.0
599,201,147,4,15.84,0.0
600,202,37,1,104.0,10.4
601,203,41,4,36.8,3.68
602,204,135,1,236.07,0.0
603,204,24,1,223.52,44.7
604,204,103,4,233.36,23.34
605,204,100,4,270.76,54.15
606,205,111,2,11.12,1.11
607,206,12,2,76.22,0.0
608,206,9,2,444.4,0.0
609,206,42,1,478.77,0.0
610,206,110,3,130.63,13.06
611,207,101,2,127.41,25.48
612,207,83,3,129.83,25.97
613,207,119,3,453.53,68.03
614,207,105,3,223.61,33.54
615,207,41,4,36.8,0.0
616,208,31,4,287.81,0.0
617,208,67,4,351.2,70.24
618,208,100,2,270.76,54.15
619,208,52,3,98.97,9.9
620,209,50,3,320.93,0.0
621,209,16,1,128.09,0.0
622,210,71,3,352.1,35.21
623,210,48,1,333.72,33.37
624,210,112,4,211.58,21.16
625,211,99,2,325.08,32.51
626,211,61,3,92.4,9.24
627,211,122,3,425.68,85.14
628,211,146,3,429.95,0.0
629,211,88,4,269.25,40.39
630,212,28,4,75.89,11.38
631,213,145,2,27.77,0.0
632,213,32,2,146.13,21.92
633,213,12,2,76.22,15.24
634,214,97,3,322.01,64.4
635,214,126,3,131.53,19.73
636,214,132,3,89.04,0.0
637,215,135,1,236.07,47.21
638,215,46,4,67.45,0.0
639,216,54,1,34.49,0.0
640,216,69,4,93.19,0.0
641,217,137,2,142.56,28.51
642,217,48,1,333.72,33.37
643,217,68,1,136.7,20.5
644,218,59,2,189.39,18.94
645,218,10,4,409.97,0.0
646,218,67,4,351.2,0.0
647,219,132,2,89.04,8.9
648,219,141,2,328.57,0.0
649,219,57,4,188.77,28.32
650,219,146,1,429.95,64.49
651,220,146,2,429.95,64.49
652,220,131,3,10.91,0.0
653,220,71,2,352.1,0.0
654,220,35,3,335.39,0.0
655,221,67,4,351.2,52.68
656,221,95,1,317.95,63.59
657,221,144,4,201.38,30.21
658,221,50,2,320.93,48.14
659,221,146,1,429.95,64.49
660,222,109,4,270.39,0.0
661,223,64,1,64.91,12.98
662,224,142,3,118.0,17.7
663,224,5,3,415.34,62.3
664,224,92,2,218.76,0.0
665,225,56,1,422.08,63.31
666,225,147,4,15.84,2.38
667,225,119,3,453.53,68.03
668,226,28,1,75.89,15.18
669,226,123,1,77.17,7.72
670,226,149,1,499.81,74.97
671,227,88,3,269.25,0.0
672,228,32,3,146.13,0.0
673,228,53,2,110.68,0.0
674,228,64,1,64.91,6.49
675,228,149,2,499.81,0.0
676,228,130,2,43.77,0.0
677,229,19,2,488.22,48.82
678,229,102,4,139.64,0.0
679,229,43,4,330.28,33.03
680,229,15,3,350.02,0.0
681,229,121,3,162.84,0.0
682,230,31,3,287.81,28.78
683,230,94,4,414.66,41.47
684,231,9,3,444.4,44.44
685,232,87,4,283.38,28.34
686,233,119,4,453.53,0.0
687,234,102,3,139.64,13.96
688,234,122,2,425.68,85.14
689,234,148,1,165.59,24.84
690,235,94,2,414.66,62.2
691,235,26,4,242.14,0.0
692,235,122,1,425.68,0.0
693,236,22,3,18.29,1.83
694,236,145,4,27.77,0.0
695,236,41,4,36.8,3.68
696,237,14,3,304.76,0.0
697,237,52,1,98.97,0.0
698,237,93,1,155.24,23.29
699,237,145,1,27.77,0.0
700,237,133,4,328.02,65.6
701,238,111,2,11.12,1.67
702,238,97,1,322.01,64.4
703,239,121,1,162.84,0.0
704,239,144,3,201.38,0.0
705,239,1,4,321.1,32.11
706,239,143,1,107.53,0.0
707,240,58,4,336.01,50.4
708,240,89,2,15.3,0.0
709,241,51,2,95.6,0.0
710,241,77,1,208.09,0.0
711,241,26,4,242.14,36.32
712,241,74,1,278.72,27.87
713,242,94,4,414.66,82.93
714,242,44,4,452.04,0.0
715,242,141,4,328.57,0.0
716,242,42,4,478.77,47.88
717,243,133,2,328.02,0.0
718,243,136,1,396.02,59.4
719,243,68,2,136.7,0.0
720,243,142,4,118.0,23.6
721,244,12,2,76.22,11.43
722,244,86,1,474.92,71.24
723,245,103,4,233.36,46.67
724,245,113,2,109.63,0.0
725,245,141,2,328.57,0.0
726,246,86,4,474.92,71.24
727,246,90,3,490.37,0.0
728,246,115,1,377.52,0.0
729,246,113,4,109.63,0.0
730,247,39,3,203.79,30.57
731,247,137,4,142.56,0.0
732,248,136,3,396.02,39.6
733,248,123,1,77.17,0.0
734,248,20,1,169.34,16.93
735,248,24,3,223.52,22.35
736,248,76,4,127.04,25.41
737,249,71,1,352.1,52.82
738,250,133,2,328.02,0.0
739,250,139,2,262.86,0.0
740,251,147,4,15.84,3.17
741,251,126,2,131.53,19.73
742,251,32,1,146.13,29.23
743,251,101,2,127.41,25.48
744,252,2,3,332.83,0.0
745,252,48,1,333.72,50.06
746,252,59,2,189.39,37.88
747,252,9,2,444.4,66.66
748,252,92,1,218.76,32.81
749,253,30,4,304.56,0.0
750,253,103,3,233.36,0.0
751,254,78,3,236.94,23.69
752,254,52,3,98.97,19.79
753,254,96,2,498.77,74.82
754,254,108,2,294.36,0.0
755,255,33,2,179.42,0.0
756,255,75,2,134.66,0.0
757,255,20,1,169.34,33.87
758,255,45,3,299.19,59.84
759,256,9,2,444.4,0.0
760,256,65,3,416.07,0.0
761,257,132,4,89.04,8.9
762,258,56,2,422.08,42.21
763,258,39,1,203.79,30.57
764,258,82,4,437.52,0.0
765,258,14,1,304.76,30.48
766,259,113,4,109.63,0.0
767,259,100,3,270.76,27.08
768,259,6,3,43.07,6.46
769,259,58,3,336.01,0.0
770,260,136,3,396.02,0.0
771,260,80,2,413.08,0.0
772,260,93,3,155.24,0.0
773,261,38,2,202.51,0.0
774,261,95,4,317.95,63.59
775,261,19,3,488.22,0.0
776,261,6,1,43.07,0.0
777,262,71,4,352.1,52.82
778,263,59,3,189.39,28.41
779,263,145,4,27.77,5.55
780,263,76,1,127.04,0.0
781,263,136,2,396.02,59.4
782,263,55,4,42.68,4.27
783,264,115,4,377.52,0.0
784,264,64,3,64.91,9.74
785,264,148,1,165.59,0.0
786,264,26,2,242.14,24.21
787,265,105,2,223.61,0.0
788,265,52,3,98.97,19.79
789,265,97,1,322.01,0.0
790,265,73,2,298.52,44.78
791,266,106,4,123.25,0.0
792,267,38,1,202.51,0.0
793,267,18,1,368.54,0.0
794,267,119,4,453.53,90.71
795,267,89,4,15.3,3.06
796,267,149,2,499.81,49.98
797,268,42,4,478.77,0.0
798,268,28,4,75.89,11.38
799,268,70,3,246.27,0.0
800,268,73,4,298.52,44.78
801,268,36,4,319.43,47.91
802,269,20,1,169.34,0.0
803,269,106,3,123.25,0.0
804,270,147,4,15.84,2.38
805,271,6,1,43.07,4.31
806,271,106,2,123.25,0.0
807,271,121,2,162.84,0.0
808,272,111,1,11.12,1.67
809,273,45,1,299.19,29.92
810,274,106,1,123.25,0.0
811,274,131,2,10.91,0.0
812,274,4,1,273.69,41.05
813,275,103,3,233.36,46.67
814,275,20,2,169.34,16.93
815,276,9,3,444.4,44.44
816,276,33,4,179.42,0.0
817,276,88,2,269.25,0.0
818,277,19,1,488.22,73.23
819,277,58,1,336.01,50.4
820,277,21,1,429.76,42.98
821,278,120,1,335.74,33.57
822,278,46,2,67.45,0.0
823,278,13,4,469.28,0.0
824,278,31,4,287.81,43.17
825,278,112,3,211.58,0.0
826,279,141,1,328.57,49.29
827,279,97,4,322.01,64.4
828,280,35,1,335.39,0.0
829,280,91,3,252.58,50.52
830,281,32,1,146.13,0.0
831,281,4,4,273.69,41.05
832,281,16,3,128.09,19.21
833,282,24,2,223.52,0.0
834,283,81,3,43.0,4.3
835,284,42,3,478.77,0.0
836,284,37,2,104.0,0.0
837,285,21,4,429.76,0.0
838,285,78,2,236.94,35.54
839,285,103,4,233.36,46.67
840,286,27,4,168.15,0.0
841,286,57,3,188.77,0.0
842,287,108,1,294.36,0.0
843,287,120,4,335.74,0.0
844,287,99,3,325.08,32.51
845,287,57,4,188.77,18.88
846,287,60,2,353.64,35.36
847,288,130,1,43.77,8.75
848,288,68,2,136.7,0.0
849,288,63,2,142.21,0.0
850,288,86,1,474.92,0.0
851,289,106,3,123.25,0.0
852,290,65,3,416.07,62.41
853,290,24,4,223.52,33.53
854,291,53,2,110.68,0.0
855,291,61,4,92.4,18.48
856,291,126,4,131.53,13.15
857,292,114,4,93.0,0.0
858,292,75,2,134.66,0.0
859,293,1,3,321.1,0.0
860,293,102,2,139.64,27.93
861,293,129,3,237.02,0.0
862,294,99,2,325.08,0.0
863,294,62,3,399.48,0.0
864,295,93,4,155.24,0.0
865,295,6,4,43.07,0.0
866,295,15,4,350.02,0.0
867,296,15,4,350.02,52.5
868,296,84,3,178.48,0.0
869,296,136,1,396.02,79.2
870,296,38,1,202.51,0.0
871,296,102,1,139.64,20.95
