user_id,signup_date,acquisition_channel,country
197,2025-02-23,organic,CA
198,2025-03-13,paid_search,BR
199,2025-08-09,organic,US
200,2025-01-03,paid_search,IN
201,2024-09-10,organic,IN
202,2024-11-01,content,DE
203,2026-01-25,paid_social,US
204,2025-12-17,paid_social,AU
205,2025-08-14,organic,US
206,2025-04-10,referral,US
207,2025-06-22,paid_social,US
208,2025-07-03,content,US
209,2025-04-23,organic,US
210,2025-02-08,organic,UK
211,2025-04-19,paid_search,CA
212,2025-10-03,paid_social,US
213,2024-12-26,organic,UK
214,2025-04-03,paid_social,UK
215,2025-09-16,paid_social,CA
216,2025-07-23,referral,UK
217,2025-01-25,organic,US
218,2025-11-14,paid_search,US
219,2024-09-13,organic,US
220,2024-08-27,content,US
221,2025-01-11,organic,CA
222,2025-08-03,referral,CA
223,2025-06-06,paid_social,US
224,2025-07-17,organic,AU
225,2025-06-06,paid_social,IN
226,2025-02-27,organic,UK
227,2025-11-05,referral,UK
228,2025-03-17,paid_social,CA
229,2025-03-13,paid_search,IN
230,2024-08-20,paid_social,CA
231,2025-02-21,content,US
232,2025-07-30,paid_search,US
233,2025-02-19,organic,UK
234,2025-12-12,paid_social,US
235,2025-04-15,paid_search,IN
236,2025-11-08,paid_social,US
237,2025-07-03,paid_search,US
238,2024-10-14,content,US
239,2025-01-03,organic,UK
240,2025-11-04,paid_social,US
241,2025-09-24,referral,IN
242,2025-07-01,organic,IN
243,2024-10-10,organic,BR
244,2025-04-04,organic,US
245,2025-10-22,paid_search,US
246,2025-05-07,paid_search,US
247,2025-06-09,paid_search,US
248,2025-08-21,organic,US
249,2026-01-24,content,DE
250,2025-10-11,organic,UK
251,2026-01-12,organic,BR
252,2025-02-27,referral,UK
253,2025-02-25,paid_social,IN
254,2025-07-24,paid_search,IN
255,2025-09-03,content,US
256,2024-09-21,paid_social,CA
257,2025-11-11,organic,IN
258,2025-03-05,paid_social,UK
259,2025-05-13,referral,US
260,2025-12-27,referral,DE
261,2026-01-04,paid_search,US
262,2025-12-27,content,DE
263,2025-04-14,paid_social,IN
264,2025-07-03,referral,US
265,2025-11-05,organic,BR
266,2025-11-23,paid_search,DE
267,2025-09-15,paid_search,IN
268,2025-03-29,content,BR
269,2025-09-05,referral,US
270,2025-06-17,paid_social,IN
271,2025-07-05,content,BR
272,2025-05-31,paid_search,US
273,2025-06-29,referral,UK
274,2025-06-14,referral,AU
275,2024-08-20,paid_social,IN
276,2024-08-25,paid_search,US
277,2025-01-07,paid_search,DE
278,2025-07-08,organic,AU
279,2025-10-23,organic,US
280,2024-08-01,referral,AU
281,2025-08-16,paid_social,US
282,2024-10-16,organic,CA
283,2025-06-03,paid_search,IN
284,2025-12-10,paid_social,BR
285,2025-08-13,content,US
286,2025-12-01,paid_search,IN
287,2025-06-02,organic,US
288,2025-06-29,referral,UK
289,2024-11-14,content,US
290,2024-12-19,paid_search,DE
291,2025-09-08,referral,US
292,2025-09-06,content,DE
293,2025-11-09,organic,IN
294,2026-01-12,paid_search,DE
295,2025-04-19,referral,IN
296,2025-08-08,organic,US
297,2025-11-08,organic,UK
298,2025-02-03,organic,DE
299,2025-07-22,content,UK
300,2025-09-11,paid_social,UK
301,2024-11-28,paid_social,US
302,2025-08-08,paid_social,UK
303,2024-10-09,organic,US
304,2025-05-08,paid_social,AU
305,2026-01-23,paid_search,UK
306,2025-10-30,referral,IN
307,2024-12-14,paid_search,CA
308,2024-10-24,paid_search,CA
309,2024-12-17,organic,US
310,2025-02-10,paid_search,DE
311,2025-10-30,paid_social,CA
312,2025-04-19,paid_search,IN
313,2025-11-30,organic,US
314,2025-09-29,paid_social,US
315,2025-10-15,referral,DE
316,2025-10-05,organic,IN
317,2025-02-03,referral,US
318,2025-08-23,organic,IN
319,2024-10-09,paid_social,US
320,2025-01-01,paid_search,US
321,2025-08-23,content,IN
322,2025-07-31,paid_social,UK
323,2026-01-09,paid_social,US
324,2026-01-23,organic,IN
325,2025-08-08,paid_social,DE
326,2026-01-09,organic,US
327,2024-09-09,organic,US
328,2024-10-23,paid_search,US
329,2025-10-16,paid_search,BR
330,2025-11-15,organic,DE
331,2025-10-16,organic,CA
332,2024-08-15,paid_social,BR
333,2026-01-27,paid_search,US
334,2025-04-06,organic,UK
335,2025-05-14,paid_search,UK
336,2025-01-03,referral,US
337,2025-03-12,paid_search,US
338,2025-09-14,referral,US
339,2025-03-22,paid_social,DE
340,2025-12-13,content,CA
341,2025-12-19,content,UK
342,2025-12-17,paid_social,IN
343,2025-11-15,paid_social,IN
344,2025-12-02,organic,US
345,2025-07-01,paid_search,DE
346,2025-08-30,referral,CA
347,2025-08-24,paid_search,CA
348,2025-01-14,paid_search,US
349,2026-01-16,organic,DE
350,2024-09-29,content,UK
351,2025-03-26,paid_social,US
352,2025-10-11,referral,IN
353,2025-12-11,organic,CA
354,2025-09-10,organic,IN
355,2025-08-03,paid_search,US
356,2026-01-20,paid_search,UK
357,2025-05-01,paid_search,UK
358,2024-11-23,paid_search,UK
359,2025-12-10,referral,CA
360,2025-12-16,paid_social,BR
361,2026-01-07,paid_social,US
362,2025-09-26,organic,UK
363,2025-04-20,organic,UK
364,2025-01-08,paid_social,BR
365,2025-08-05,referral,UK
366,2025-05-20,paid_social,US
367,2026-01-09,paid_search,CA
368,2025-07-09,paid_search,US
369,2026-01-18,paid_social,US
370,2025-03-04,paid_search,US
371,2025-07-21,organic,US
372,2025-11-20,organic,IN
373,2026-01-27,content,US
374,2025-04-13,referral,AU
375,2025-12-30,paid_search,UK
376,2026-01-07,organic,DE
377,2025-06-08,content,IN
378,2025-07-15,content,UK
379,2025-07-22,referral,US
380,2025-07-27,paid_search,DE
381,2026-01-22,organic,IN
382,2025-06-06,paid_search,UK
383,2025-12-10,referral,IN
384,2025-06-09,organic,US
385,2025-03-21,organic,US
386,2026-01-30,referral,BR
387,2025-08-15,paid_search,CA
388,2025-07-11,paid_search,UK
389,2025-04-16,organic,IN
390,2025-09-18,organic,AU
391,2025-05-17,organic,US
392,2026-01-06,organic,CA
393,2024-08-31,paid_social,CA
394,2025-07-05,paid_social,US
395,2026-01-23,paid_search,BR
396,2025-12-08,organic,IN
397,2025-04-03,referral,IN
398,2024-09-27,organic,CA
399,2025-05-08,content,BR
400,2026-01-02,organic,US
401,2025-12-15,organic,US
402,2024-10-27,content,DE
403,2025-09-25,referral,US
404,2026-01-29,referral,UK
405,2025-05-21,paid_social,CA
406,2025-06-03,referral,AU
407,2025-08-18,paid_social,US
408,2026-01-09,content,UK
409,2024-11-15,paid_social,US
410,2026-01-26,paid_search,CA
411,2025-05-20,organic,US
412,2024-12-29,paid_social,IN
413,2025-04-13,paid_search,BR
414,2025-03-23,paid_search,US
415,2025-10-16,content,UK
416,2025-10-28,paid_social,IN
417,2025-12-18,paid_search,UK
418,2025-09-21,referral,DE
419,2025-05-25,referral,UK
420,2025-06-21,referral,IN
421,2025-02-10,organic,DE
422,2024-10-23,referral,US
423,2025-10-24,organic,US
424,2025-10-22,content,US
425,2025-10-26,content,US
426,2025-01-23,paid_search,AU
427,2025-05-06,organic,CA
428,2026-01-03,paid_search,AU
429,2024-10-02,paid_social,US
430,2025-11-08,paid_search,US
431,2024-12-25,organic,US
432,2025-11-05,referral,US
433,2025-12-23,organic,UK
434,2026-01-13,paid_social,US
435,2025-07-06,referral,US
436,2025-10-20,organic,UK
437,2024-09-05,organic,US
438,2024-10-30,referral,DE
439,2024-12-12,paid_social,IN
440,2025-08-08,organic,US
441,2025-11-29,organic,BR
442,2025-11-11,organic,IN
443,2025-10-28,paid_search,US
444,2025-04-29,paid_social,BR
445,2025-05-16,paid_search,IN
446,2026-01-09,paid_social,UK
447,2025-10-26,paid_search,IN
448,2025-06-29,paid_search,US
449,2025-02-12,paid_social,US
450,2025-11-09,paid_social,BR
451,2025-07-23,paid_social,IN
452,2024-10-11,referral,US
453,2025-08-14,paid_social,DE
454,2025-07-27,organic,US
455,2025-04-01,paid_search,IN
456,2025-11-14,organic,DE
457,2024-09-18,paid_social,CA
458,2025-05-09,paid_social,US
459,2025-09-11,referral,DE
460,2025-07-30,organic,US
461,2026-01-24,organic,US
462,2025-08-17,paid_search,BR
463,2024-09-30,organic,DE
464,2025-05-24,referral,US
465,2025-09-12,organic,US
466,2024-10-21,organic,US
467,2025-06-18,paid_social,IN
468,2025-06-07,paid_search,US
469,2024-10-23,paid_search,UK
470,2025-03-04,paid_social,UK
471,2025-07-14,organic,CA
472,2024-12-17,organic,US
473,2025-10-20,paid_social,DE
474,2025-12-24,paid_search,US
475,2024-10-12,paid_social,US
476,2024-08-24,organic,US
477,2025-01-30,organic,US
478,2025-12-04,referral,DE
479,2025-11-14,paid_search,DE
480,2025-11-03,organic,UK
481,2025-07-13,paid_social,US
482,2026-01-21,paid_search,UK
483,2025-09-02,organic,US
484,2024-12-26,paid_social,US
485,2025-06-19,organic,DE
486,2025-10-17,content,US
487,2025-08-21,paid_search,CA
488,2026-01-29,organic,US
489,2025-07-19,organic,US
490,2025-06-02,organic,IN
491,2024-11-26,paid_social,UK
492,2025-06-30,referral,IN
493,2025-02-19,organic,BR
494,2024-09-21,paid_search,IN
495,2025-11-24,paid_social,US
496,2025-04-20,paid_social,CA
497,2025-11-26,paid_search,DE
498,2025-09-29,referral,US
499,2025-10-05,paid_search,UK
500,2025-03-18,content,UK
501,2024-12-04,organic,BR
502,2025-11-01,organic,US
503,2025-11-29,paid_search,BR
504,2024-12-14,content,US
505,2025-01-30,paid_search,US
506,2025-01-04,paid_search,US
507,2025-08-12,referral,DE
508,2025-04-07,paid_search,CA
509,2024-08-19,organic,IN
510,2025-06-27,content,BR
511,2025-11-23,content,CA
512,2025-02-26,referral,US
513,2025-09-30,organic,DE
514,2025-07-06,organic,CA
515,2024-10-02,paid_search,DE
516,2024-11-19,organic,UK
517,2024-09-23,paid_search,US
518,2025-05-09,referral,UK
519,2026-01-08,referral,BR
520,2025-09-26,content,BR
521,2025-10-09,organic,CA
522,2024-12-31,paid_social,US
523,2025-04-06,organic,CA
524,2024-09-04,paid_social,IN
525,2025-08-16,organic,US
526,2024-11-02,content,UK
527,2025-11-29,organic,US
528,2025-11-19,paid_social,CA
529,2025-12-07,organic,BR
530,2024-10-06,organic,US
531,2025-06-25,paid_search,UK
532,2025-05-20,paid_search,DE
533,2025-04-21,paid_social,UK
534,2025-08-10,paid_social,US
535,2025-08-10,organic,DE
536,2025-11-18,paid_search,AU
537,2025-11-23,paid_social,DE
538,2025-03-06,content,US
539,2024-10-14,paid_social,US
540,2025-03-28,paid_search,CA
541,2025-06-11,content,UK
542,2025-08-30,organic,US
543,2026-01-30,paid_search,IN
544,2024-09-17,organic,DE
545,2025-03-16,organic,US
546,2025-07-01,paid_social,IN
547,2025-03-30,organic,UK
548,2025-12-19,paid_social,US
549,2025-03-25,organic,DE
550,2025-06-04,organic,US
551,2025-09-23,paid_social,UK
552,2024-10-01,referral,IN
553,2025-11-12,paid_social,IN
554,2025-09-24,paid_search,UK
555,2025-10-05,paid_search,US
556,2025-08-18,paid_search,UK
557,2025-08-10,organic,IN
558,2025-12-09,referral,US
559,2025-02-18,paid_search,US
560,2025-12-28,paid_social,US
561,2025-12-27,paid_search,UK
562,2024-12-06,paid_social,IN
563,2025-09-16,paid_social,UK
564,2025-03-12,organic,US
565,2025-05-21,paid_social,UK
566,2025-07-29,paid_search,UK
567,2025-04-22,paid_search,DE
568,2024-09-10,referral,US
569,2025-12-14,organic,US
570,2025-04-26,content,AU
571,2025-07-23,paid_search,AU
572,2025-05-25,paid_search,UK
573,2025-09-01,organic,DE
574,2024-11-30,content,DE
575,2024-11-22,referral,CA
576,2024-11-05,organic,IN
577,2026-01-16,paid_social,DE
578,2025-07-31,referral,BR
579,2025-11-09,organic,DE
580,2025-05-22,referral,UK
581,2025-02-07,referral,IN
582,2025-09-05,referral,CA
583,2025-11-14,paid_search,US
584,2025-12-26,paid_social,US
585,2025-02-22,organic,BR
586,2025-06-18,paid_search,IN
587,2024-11-29,content,US
588,2025-05-25,referral,CA
589,2025-12-22,paid_social,DE
590,2024-10-23,referral,CA
591,2025-10-06,paid_search,US
592,2025-02-10,referral,UK
593,2026-01-21,referral,UK
594,2025-11-18,content,UK
595,2024-09-18,paid_social,CA
596,2025-09-03,content,AU
597,2026-01-15,organic,UK
598,2025-03-25,paid_search,US
599,2025-03-27,organic,US
600,2025-08-21,referral,UK
601,2025-10-02,organic,US
602,2025-12-21,paid_social,US
603,2025-09-07,referral,US
604,2026-01-25,paid_social,US
605,2025-07-06,paid_search,UK
606,2025-07-29,content,US
607,2025-10-12,paid_social,DE
608,2025-09-06,paid_social,UK
609,2025-06-09,paid_search,BR
610,2025-07-28,organic,DE
611,2026-01-19,referral,DE
612,2025-09-12,organic,US
613,2026-01-11,paid_search,CA
614,2024-11-14,paid_search,UK
615,2025-05-23,organic,US
616,2025-12-17,referral,DE
617,2025-02-07,paid_social,IN
618,2025-09-24,referral,IN
619,2025-06-10,paid_social,IN
620,2025-10-31,paid_search,CA
621,2025-08-20,organic,US
622,2025-06-12,organic,AU
623,2025-03-12,paid_social,US
624,2025-01-23,paid_search,UK
625,2025-07-17,paid_search,DE
626,2025-10-01,paid_social,IN
627,2025-12-30,paid_search,IN
628,2025-03-20,paid_search,AU
629,2026-01-27,paid_social,US
630,2025-05-27,paid_social,US
631,2025-03-21,organic,BR
632,2025-07-11,referral,UK
633,2024-11-21,content,US
634,2026-01-31,paid_search,IN
635,2025-06-07,paid_search,AU
636,2025-12-21,referral,US
637,2025-10-01,paid_social,US
638,2024-10-18,paid_social,US
639,2025-10-01,organic,IN
640,2025-01-01,paid_search,UK
641,2025-07-11,content,US
642,2025-05-01,paid_social,AU
643,2025-11-17,paid_social,UK
644,2025-04-14,paid_search,AU
645,2025-08-26,referral,AU
646,2025-05-21,paid_search,AU
647,2025-08-18,paid_search,DE
648,2025-10-25,organic,DE
649,2025-05-16,paid_search,IN
650,2025-10-13,paid_search,BR
651,2026-01-29,content,US
652,2026-01-29,paid_search,CA
653,2025-12-07,content,US
654,2025-12-31,paid_search,US
655,2024-09-19,paid_social,DE
656,2025-04-16,paid_social,UK
657,2025-01-20,paid_search,US
658,2025-10-18,organic,IN
659,2025-10-25,organic,US
660,2025-01-22,paid_search,DE
661,2024-12-19,organic,DE
662,2025-12-12,paid_search,BR
663,2024-08-06,paid_social,US
664,2025-12-22,paid_search,US
665,2026-01-01,organic,UK
666,2025-10-09,content,BR
667,2025-09-11,paid_social,IN
668,2025-03-28,paid_search,IN
669,2025-06-24,paid_social,UK
670,2024-08-04,organic,US
671,2025-12-01,organic,US
672,2025-03-17,organic,IN
673,2025-08-18,referral,US
674,2025-09-16,paid_social,DE
675,2026-01-01,paid_social,IN
676,2024-09-25,organic,US
677,2025-08-03,organic,US
678,2025-02-19,paid_social,US
679,2025-12-13,content,BR
680,2025-07-21,organic,US
681,2025-06-07,paid_search,AU
682,2025-03-24,paid_search,US
683,2024-12-17,paid_search,IN
684,2024-09-29,content,UK
685,2025-10-19,paid_search,UK
686,2025-04-08,paid_social,US
687,2025-10-25,paid_social,US
688,2024-10-23,content,US
689,2025-02-16,paid_search,CA
690,2025-07-01,referral,UK
691,2025-11-10,content,IN
692,2025-08-01,organic,IN
693,2025-10-02,organic,US
694,2025-04-22,organic,US
695,2025-02-10,paid_search,US
696,2025-10-05,referral,AU
697,2025-10-04,organic,UK
698,2025-12-28,paid_search,UK
699,2026-01-19,referral,US
700,2024-09-13,organic,IN
701,2025-01-20,referral,DE
702,2024-09-18,organic,DE
703,2025-12-24,paid_search,UK
704,2024-12-18,organic,BR
705,2025-09-13,paid_search,IN
706,2024-12-04,content,US
707,2025-05-23,content,BR
708,2024-12-02,content,US
709,2024-12-21,organic,DE
710,2024-12-23,paid_search,BR
711,2026-01-26,organic,US
712,2025-08-05,paid_search,IN
713,2024-12-10,organic,IN
714,2025-07-16,referral,AU
715,2025-05-22,paid_social,UK
716,2025-06-08,paid_search,IN
717,2025-12-28,organic,US
718,2025-11-25,paid_search,US
719,2025-06-28,paid_search,UK
720,2025-05-05,organic,US
721,2024-09-28,paid_search,US
722,2025-03-26,organic,US
723,2025-09-22,referral,DE
724,2025-05-14,organic,AU
725,2024-11-30,organic,US
726,2025-08-13,organic,BR
727,2025-05-13,content,IN
728,2025-10-15,paid_search,US
729,2025-08-19,paid_social,UK
730,2024-11-30,content,BR
731,2025-03-15,content,US
732,2025-12-12,paid_search,AU
733,2025-03-06,content,DE
734,2025-11-20,organic,US
735,2024-10-04,referral,US
736,2025-09-30,organic,DE
737,2025-12-03,referral,DE
738,2026-01-11,paid_social,UK
739,2025-11-18,organic,US
740,2025-12-31,content,CA
741,2025-06-17,paid_search,US
742,2025-05-07,organic,UK
743,2025-11-24,organic,UK
744,2026-01-31,paid_social,CA
745,2024-12-10,paid_social,UK
746,2025-10-14,organic,AU
747,2025-09-22,referral,IN
748,2025-08-07,paid_social,US
749,2025-08-21,organic,CA
750,2025-07-05,paid_search,UK
751,2025-11-02,paid_search,CA
752,2024-11-11,referral,US
753,2026-01-10,paid_search,UK
754,2025-05-25,paid_social,US
755,2025-09-26,paid_search,US
756,2025-09-17,paid_search,IN
757,2025-03-15,content,CA
758,2025-10-10,paid_social,IN
759,2024-10-18,paid_search,US
760,2025-06-02,organic,US
761,2025-11-12,paid_social,US
762,2025-12-04,referral,US
763,2026-01-25,paid_social,AU
764,2025-02-25,organic,US
765,2025-06-19,paid_search,UK
766,2025-01-21,referral,AU
767,2025-08-17,content,AU
768,2025-11-26,paid_search,BR
769,2026-01-08,paid_search,US
770,2025-10-02,organic,DE
771,2025-08-03,paid_search,CA
772,2025-09-07,referral,US
773,2025-11-19,paid_social,BR
774,2025-08-19,organic,DE
775,2025-11-03,paid_search,IN
776,2026-01-04,organic,US
777,2025-06-05,referral,UK
778,2025-11-04,paid_social,UK
779,2025-11-26,referral,DE
780,2025-12-24,organic,IN
781,2025-07-03,referral,UK
782,2025-01-29,paid_social,US
783,2025-03-15,referral,UK
784,2025-07-02,paid_search,IN
785,2025-12-17,paid_search,DE
786,2026-01-30,referral,UK
787,2024-11-25,paid_search,IN
788,2024-10-08,paid_social,IN
789,2026-01-07,organic,IN
790,2025-04-15,organic,BR
791,2025-11-24,referral,IN
792,2026-01-17,paid_search,US
793,2025-08-27,paid_social,IN
794,2025-09-24,paid_social,DE
795,2025-12-04,content,UK
796,2024-12-12,paid_search,UK
797,2026-01-22,paid_social,IN
798,2025-02-24,referral,US
799,2025-04-11,content,IN
800,2026-01-19,organic,DE
801,2025-12-11,paid_search,US
802,2026-01-12,paid_search,IN
803,2025-12-10,paid_social,IN
804,2025-06-27,paid_search,US
805,2024-12-21,organic,US
806,2025-04-15,paid_social,US
807,2024-09-16,content,US
808,2025-06-23,organic,IN
809,2026-01-23,paid_social,DE
810,2024-08-11,paid_social,US
811,2025-10-31,content,IN
812,2024-11-02,paid_search,AU
813,2026-01-10,organic,UK
814,2025-12-23,paid_search,IN
815,2025-04-14,content,DE
816,2025-10-11,organic,US
817,2025-11-27,paid_social,US
818,2024-12-19,paid_social,IN
819,2024-10-05,paid_social,US
820,2025-12-22,paid_search,UK
821,2025-11-18,organic,US
822,2024-12-24,organic,CA
823,2025-06-18,paid_social,IN
824,2026-01-27,content,UK
825,2025-12-25,organic,IN
826,2024-10-27,paid_social,US
827,2024-09-25,paid_social,IN
828,2025-02-25,paid_social,UK
829,2026-01-12,referral,AU
830,2025-06-30,referral,BR
831,2024-12-02,paid_search,IN
832,2025-10-02,organic,UK
833,2026-01-28,paid_search,IN
834,2025-04-26,content,DE
835,2025-10-28,organic,UK
836,2025-05-13,paid_search,DE
837,2025-02-03,organic,AU
838,2025-01-09,organic,UK
839,2025-06-18,organic,US
840,2025-12-27,content,UK
841,2025-10-23,referral,UK
842,2025-05-20,paid_search,DE
843,2025-10-28,content,US
844,2024-08-24,paid_social,US
845,2024-11-15,organic,US
846,2025-08-29,organic,AU
847,2026-01-11,paid_social,UK
848,2025-05-19,organic,DE
849,2025-12-20,organic,US
850,2025-08-18,referral,CA
851,2025-06-08,content,DE
852,2025-03-09,paid_search,US
853,2025-05-03,paid_search,BR
854,2025-08-09,paid_search,IN
855,2025-05-17,organic,AU
856,2025-10-03,paid_social,UK
857,2025-08-14,content,US
858,2026-01-02,referral,IN
859,2025-06-18,paid_search,US
860,2025-03-26,paid_search,CA
861,2026-01-21,paid_search,IN
862,2025-09-13,organic,US
863,2025-11-21,content,US
864,2025-12-07,organic,US
865,2025-10-09,paid_search,UK
866,2025-06-18,organic,UK
867,2025-01-20,organic,BR
868,2024-09-28,referral,DE
869,2025-11-12,organic,IN
870,2025-08-30,paid_search,IN
871,2025-02-22,paid_social,UK
872,2025-10-20,paid_social,US
873,2025-08-02,content,US
874,2024-09-05,organic,US
875,2025-05-08,organic,US
876,2025-11-08,referral,UK
877,2025-03-21,referral,BR
878,2025-07-11,paid_social,US
879,2025-11-07,referral,CA
880,2024-10-25,paid_social,IN
881,2025-12-25,organic,DE
882,2025-06-12,paid_search,CA
883,2025-12-31,paid_search,US
884,2025-04-20,content,UK
885,2025-04-21,organic,UK
886,2024-12-14,organic,UK
887,2025-02-08,referral,CA
888,2025-11-16,content,US
889,2025-05-02,organic,DE
890,2025-08-21,paid_social,US
891,2025-10-22,paid_search,UK
892,2026-01-17,content,US
893,2025-01-17,referral,CA
894,2024-10-11,paid_search,UK
895,2025-03-08,organic,CA
896,2025-12-01,paid_social,UK
897,2025-06-03,paid_social,IN
898,2025-09-29,paid_social,CA
899,2025-03-01,referral,AU
900,2024-09-07,paid_social,US
901,2025-01-31,paid_search,IN
902,2025-10-22,paid_search,CA
