user_id,signup_date,event_name,event_timestamp
32,2024-08-15,engaged,2025-01-14
33,2025-12-10,signup,2025-12-10
34,2026-01-07,signup,2026-01-07
35,2024-12-05,signup,2024-12-05
35,2024-12-05,activated,2024-12-08
35,2024-12-05,engaged,2024-12-08
35,2024-12-05,engaged,2025-01-12
35,2024-12-05,engaged,2025-02-08
36,2025-01-25,signup,2025-01-25
37,2024-08-21,signup,2024-08-21
38,2024-09-20,signup,2024-09-20
39,2025-09-15,signup,2025-09-15
39,2025-09-15,activated,2025-09-16
39,2025-09-15,engaged,2025-09-24
39,2025-09-15,engaged,2025-10-17
40,2024-11-24,signup,2024-11-24
40,2024-11-24,activated,2024-11-25
40,2024-11-24,engaged,2024-11-24
40,2024-11-24,engaged,2025-01-03
41,2024-10-02,signup,2024-10-02
41,2024-10-02,activated,2024-10-02
42,2026-01-20,signup,2026-01-20
43,2025-03-14,signup,2025-03-14
44,2025-06-29,signup,2025-06-29
44,2025-06-29,activated,2025-06-29
44,2025-06-29,engaged,2025-06-30
44,2025-06-29,engaged,2025-07-31
45,2024-10-31,signup,2024-10-31
45,2024-10-31,activated,2024-11-02
46,2025-09-16,signup,2025-09-16
46,2025-09-16,activated,2025-09-19
47,2025-05-03,signup,2025-05-03
48,2025-05-09,signup,2025-05-09
49,2024-08-30,signup,2024-08-30
49,2024-08-30,activated,2024-08-31
50,2025-10-23,signup,2025-10-23
51,2025-05-10,signup,2025-05-10
52,2025-11-21,signup,2025-11-21
52,2025-11-21,activated,2025-11-23
52,2025-11-21,engaged,2025-11-23
52,2025-11-21,engaged,2025-12-21
52,2025-11-21,engaged,2026-01-24
53,2025-11-24,signup,2025-11-24
53,2025-11-24,activated,2025-11-25
54,2024-12-24,signup,2024-12-24
54,2024-12-24,activated,2024-12-25
54,2024-12-24,engaged,2024-12-24
54,2024-12-24,engaged,2025-01-25
54,2024-12-24,engaged,2025-03-04
54,2024-12-24,engaged,2025-03-28
55,2024-12-07,signup,2024-12-07
56,2025-02-19,signup,2025-02-19
57,2025-12-11,signup,2025-12-11
57,2025-12-11,activated,2025-12-13
58,2025-03-28,signup,2025-03-28
59,2025-04-13,signup,2025-04-13
59,2025-04-13,activated,2025-04-13
60,2025-10-31,signup,2025-10-31
60,2025-10-31,activated,2025-11-02
60,2025-10-31,engaged,2025-11-02
61,2024-11-10,signup,2024-11-10
61,2024-11-10,activated,2024-11-11
61,2024-11-10,engaged,2024-11-13
62,2025-08-09,signup,2025-08-09
63,2024-08-30,signup,2024-08-30
63,2024-08-30,activated,2024-08-31
63,2024-08-30,engaged,2024-09-03
63,2024-08-30,upgraded,2024-09-03
63,2024-08-30,engaged,2024-10-04
64,2025-07-08,signup,2025-07-08
64,2025-07-08,activated,2025-07-11
64,2025-07-08,engaged,2025-07-11
64,2025-07-08,engaged,2025-08-10
64,2025-07-08,engaged,2025-09-07
65,2025-06-28,signup,2025-06-28
65,2025-06-28,activated,2025-06-29
66,2025-06-22,signup,2025-06-22
66,2025-06-22,activated,2025-06-22
66,2025-06-22,engaged,2025-07-01
67,2026-01-24,signup,2026-01-24
67,2026-01-24,activated,2026-01-27
67,2026-01-24,engaged,2026-01-24
68,2025-11-19,signup,2025-11-19
68,2025-11-19,activated,2025-11-20
69,2025-08-26,signup,2025-08-26
70,2025-08-21,signup,2025-08-21
71,2025-09-05,signup,2025-09-05
72,2026-01-22,signup,2026-01-22
73,2025-05-10,signup,2025-05-10
73,2025-05-10,activated,2025-05-10
73,2025-05-10,engaged,2025-05-13
73,2025-05-10,engaged,2025-06-15
73,2025-05-10,engaged,2025-07-13
73,2025-05-10,engaged,2025-08-12
74,2025-11-08,signup,2025-11-08
75,2024-12-28,signup,2024-12-28
76,2025-11-04,signup,2025-11-04
76,2025-11-04,activated,2025-11-05
76,2025-11-04,engaged,2025-11-06
77,2025-09-07,signup,2025-09-07
78,2025-03-05,signup,2025-03-05
78,2025-03-05,activated,2025-03-07
79,2025-07-06,signup,2025-07-06
79,2025-07-06,activated,2025-07-08
79,2025-07-06,engaged,2025-07-11
79,2025-07-06,upgraded,2025-07-11
79,2025-07-06,engaged,2025-08-05
80,2025-10-11,signup,2025-10-11
80,2025-10-11,activated,2025-10-13
80,2025-10-11,engaged,2025-10-18
80,2025-10-11,engaged,2025-11-20
80,2025-10-11,engaged,2025-12-20
80,2025-10-11,engaged,2026-01-15
81,2025-06-16,signup,2025-06-16
81,2025-06-16,activated,2025-06-17
82,2025-09-08,signup,2025-09-08
83,2025-03-07,signup,2025-03-07
83,2025-03-07,activated,2025-03-08
83,2025-03-07,engaged,2025-03-08
84,2025-11-23,signup,2025-11-23
85,2024-12-25,signup,2024-12-25
85,2024-12-25,activated,2024-12-26
85,2024-12-25,engaged,2024-12-27
86,2026-01-09,signup,2026-01-09
86,2026-01-09,activated,2026-01-12
87,2026-01-13,signup,2026-01-13
88,2025-01-28,signup,2025-01-28
88,2025-01-28,activated,2025-01-31
89,2025-10-19,signup,2025-10-19
89,2025-10-19,activated,2025-10-19
89,2025-10-19,engaged,2025-10-22
89,2025-10-19,engaged,2025-11-19
89,2025-10-19,engaged,2025-12-19
89,2025-10-19,engaged,2026-01-26
90,2025-04-07,signup,2025-04-07
91,2025-10-31,signup,2025-10-31
91,2025-10-31,activated,2025-11-03
91,2025-10-31,engaged,2025-11-10
91,2025-10-31,engaged,2025-12-10
92,2024-11-30,signup,2024-11-30
92,2024-11-30,activated,2024-11-30
92,2024-11-30,engaged,2024-12-07
93,2025-12-20,signup,2025-12-20
94,2025-11-20,signup,2025-11-20
94,2025-11-20,activated,2025-11-20
94,2025-11-20,engaged,2025-11-27
94,2025-11-20,engaged,2025-12-27
95,2024-11-10,signup,2024-11-10
95,2024-11-10,activated,2024-11-13
95,2024-11-10,engaged,2024-11-20
96,2025-06-27,signup,2025-06-27
96,2025-06-27,activated,2025-06-28
96,2025-06-27,engaged,2025-07-02
96,2025-06-27,engaged,2025-07-29
97,2024-12-21,signup,2024-12-21
98,2026-01-19,signup,2026-01-19
99,2024-12-11,signup,2024-12-11
99,2024-12-11,activated,2024-12-11
99,2024-12-11,engaged,2024-12-15
100,2025-07-28,signup,2025-07-28
100,2025-07-28,activated,2025-07-30
101,2025-06-19,signup,2025-06-19
101,2025-06-19,activated,2025-06-19
101,2025-06-19,engaged,2025-06-21
101,2025-06-19,engaged,2025-07-24
101,2025-06-19,engaged,2025-08-25
102,2024-11-12,signup,2024-11-12
103,2024-11-23,signup,2024-11-23
103,2024-11-23,activated,2024-11-23
103,2024-11-23,engaged,2024-11-23
104,2024-08-26,signup,2024-08-26
104,2024-08-26,activated,2024-08-29
105,2024-12-05,signup,2024-12-05
106,2025-01-29,signup,2025-01-29
107,2024-11-09,signup,2024-11-09
108,2025-05-04,signup,2025-05-04
108,2025-05-04,activated,2025-05-05
108,2025-05-04,engaged,2025-05-07
109,2025-11-14,signup,2025-11-14
109,2025-11-14,activated,2025-11-14
109,2025-11-14,engaged,2025-11-14
110,2026-01-10,signup,2026-01-10
110,2026-01-10,activated,2026-01-10
111,2025-07-04,signup,2025-07-04
111,2025-07-04,activated,2025-07-06
111,2025-07-04,engaged,2025-07-10
112,2024-08-03,signup,2024-08-03
112,2024-08-03,activated,2024-08-04
112,2024-08-03,engaged,2024-08-06
113,2025-01-09,signup,2025-01-09
113,2025-01-09,activated,2025-01-09
113,2025-01-09,engaged,2025-01-12
114,2025-12-28,signup,2025-12-28
114,2025-12-28,activated,2025-12-28
115,2025-04-20,signup,2025-04-20
115,2025-04-20,activated,2025-04-23
116,2025-12-16,signup,2025-12-16
117,2026-01-06,signup,2026-01-06
118,2025-08-14,signup,2025-08-14
118,2025-08-14,activated,2025-08-17
119,2025-01-13,signup,2025-01-13
119,2025-01-13,activated,2025-01-15
119,2025-01-13,engaged,2025-01-20
119,2025-01-13,upgraded,2025-01-20
120,2025-06-13,signup,2025-06-13
120,2025-06-13,activated,2025-06-15
121,2026-01-23,signup,2026-01-23
122,2025-08-23,signup,2025-08-23
122,2025-08-23,activated,2025-08-25
122,2025-08-23,engaged,2025-08-28
122,2025-08-23,engaged,2025-10-02
122,2025-08-23,upgraded,2025-10-02
122,2025-08-23,engaged,2025-10-30
123,2025-05-08,signup,2025-05-08
123,2025-05-08,activated,2025-05-11
124,2025-11-06,signup,2025-11-06
124,2025-11-06,activated,2025-11-08
124,2025-11-06,engaged,2025-11-16
125,2025-12-20,signup,2025-12-20
125,2025-12-20,activated,2025-12-20
126,2025-08-27,signup,2025-08-27
126,2025-08-27,activated,2025-08-29
126,2025-08-27,engaged,2025-08-28
127,2025-09-21,signup,2025-09-21
128,2025-03-27,signup,2025-03-27
128,2025-03-27,activated,2025-03-28
128,2025-03-27,engaged,2025-03-28
129,2025-08-21,signup,2025-08-21
129,2025-08-21,activated,2025-08-21
130,2025-06-19,signup,2025-06-19
131,2025-09-13,signup,2025-09-13
131,2025-09-13,activated,2025-09-14
131,2025-09-13,engaged,2025-09-21
131,2025-09-13,engaged,2025-10-23
132,2025-01-17,signup,2025-01-17
132,2025-01-17,activated,2025-01-19
133,2024-08-31,signup,2024-08-31
133,2024-08-31,activated,2024-09-03
134,2025-05-22,signup,2025-05-22
134,2025-05-22,activated,2025-05-25
135,2025-09-02,signup,2025-09-02
135,2025-09-02,activated,2025-09-03
136,2025-07-25,signup,2025-07-25
136,2025-07-25,activated,2025-07-27
136,2025-07-25,engaged,2025-07-31
136,2025-07-25,engaged,2025-09-03
136,2025-07-25,engaged,2025-09-26
137,2025-12-15,signup,2025-12-15
138,2025-06-29,signup,2025-06-29
138,2025-06-29,activated,2025-06-29
138,2025-06-29,engaged,2025-07-05
138,2025-06-29,engaged,2025-08-05
138,2025-06-29,engaged,2025-08-31
138,2025-06-29,engaged,2025-09-29
138,2025-06-29,engaged,2025-10-29
138,2025-06-29,engaged,2025-11-27
138,2025-06-29,engaged,2025-12-29
138,2025-06-29,engaged,2026-01-29
139,2025-09-27,signup,2025-09-27
139,2025-09-27,activated,2025-09-30
140,2025-04-05,signup,2025-04-05
140,2025-04-05,activated,2025-04-08
140,2025-04-05,engaged,2025-04-11
140,2025-04-05,engaged,2025-05-10
141,2025-01-27,signup,2025-01-27
141,2025-01-27,activated,2025-01-29
142,2025-12-30,signup,2025-12-30
142,2025-12-30,activated,2026-01-01
143,2026-01-29,signup,2026-01-29
143,2026-01-29,activated,2026-01-29
143,2026-01-29,engaged,2026-01-30
144,2026-01-24,signup,2026-01-24
144,2026-01-24,activated,2026-01-24
144,2026-01-24,engaged,2026-01-27
145,2025-05-27,signup,2025-05-27
145,2025-05-27,activated,2025-05-27
146,2024-12-09,signup,2024-12-09
146,2024-12-09,activated,2024-12-11
146,2024-12-09,engaged,2024-12-09
146,2024-12-09,engaged,2025-01-16
146,2024-12-09,engaged,2025-02-09
147,2025-08-17,signup,2025-08-17
147,2025-08-17,activated,2025-08-19
148,2025-03-11,signup,2025-03-11
148,2025-03-11,activated,2025-03-14
149,2026-01-03,signup,2026-01-03
150,2025-12-09,signup,2025-12-09
151,2025-08-18,signup,2025-08-18
151,2025-08-18,activated,2025-08-21
152,2025-05-17,signup,2025-05-17
152,2025-05-17,activated,2025-05-18
153,2025-08-28,signup,2025-08-28
153,2025-08-28,activated,2025-08-28
154,2025-12-12,signup,2025-12-12
154,2025-12-12,activated,2025-12-12
154,2025-12-12,engaged,2025-12-22
155,2025-09-11,signup,2025-09-11
155,2025-09-11,activated,2025-09-14
155,2025-09-11,engaged,2025-09-17
156,2025-01-20,signup,2025-01-20
156,2025-01-20,activated,2025-01-21
156,2025-01-20,engaged,2025-01-26
156,2025-01-20,engaged,2025-02-20
157,2025-01-26,signup,2025-01-26
157,2025-01-26,activated,2025-01-27
158,2025-08-19,signup,2025-08-19
159,2026-01-14,signup,2026-01-14
159,2026-01-14,activated,2026-01-16
159,2026-01-14,engaged,2026-01-19
160,2025-12-21,signup,2025-12-21
160,2025-12-21,activated,2025-12-21
160,2025-12-21,engaged,2025-12-22
161,2024-11-20,signup,2024-11-20
162,2025-09-02,signup,2025-09-02
162,2025-09-02,activated,2025-09-02
163,2024-12-12,signup,2024-12-12
164,2025-08-01,signup,2025-08-01
164,2025-08-01,activated,2025-08-03
164,2025-08-01,engaged,2025-08-01
164,2025-08-01,engaged,2025-09-05
164,2025-08-01,engaged,2025-10-05
164,2025-08-01,engaged,2025-11-04
164,2025-08-01,upgraded,2025-11-04
164,2025-08-01,engaged,2025-12-06
165,2025-12-11,signup,2025-12-11
166,2025-11-02,signup,2025-11-02
166,2025-11-02,activated,2025-11-05
167,2026-01-30,signup,2026-01-30
167,2026-01-30,activated,2026-02-01
168,2025-05-04,signup,2025-05-04
168,2025-05-04,activated,2025-05-06
168,2025-05-04,engaged,2025-05-08
168,2025-05-04,engaged,2025-06-05
169,2024-12-17,signup,2024-12-17
169,2024-12-17,activated,2024-12-19
169,2024-12-17,engaged,2024-12-24
170,2025-03-12,signup,2025-03-12
171,2025-06-07,signup,2025-06-07
172,2025-04-02,signup,2025-04-02
173,2025-09-02,signup,2025-09-02
173,2025-09-02,activated,2025-09-05
173,2025-09-02,engaged,2025-09-12
173,2025-09-02,engaged,2025-10-06
173,2025-09-02,engaged,2025-11-11
174,2024-09-03,signup,2024-09-03
174,2024-09-03,activated,2024-09-06
175,2025-06-28,signup,2025-06-28
176,2026-01-04,signup,2026-01-04
177,2024-07-19,signup,2024-07-19
177,2024-07-19,activated,2024-07-22
177,2024-07-19,engaged,2024-07-21
177,2024-07-19,upgraded,2024-07-21
178,2025-07-19,signup,2025-07-19
178,2025-07-19,activated,2025-07-20
178,2025-07-19,engaged,2025-07-23
178,2025-07-19,engaged,2025-08-21
179,2025-02-26,signup,2025-02-26
179,2025-02-26,activated,2025-02-26
179,2025-02-26,engaged,2025-02-26
180,2025-05-24,signup,2025-05-24
180,2025-05-24,activated,2025-05-27
180,2025-05-24,engaged,2025-05-28
181,2025-12-14,signup,2025-12-14
181,2025-12-14,activated,2025-12-17
181,2025-12-14,engaged,2025-12-20
181,2025-12-14,engaged,2026-01-22
182,2026-01-19,signup,2026-01-19
182,2026-01-19,activated,2026-01-21
182,2026-01-19,engaged,2026-01-23
183,2025-05-25,signup,2025-05-25
183,2025-05-25,activated,2025-05-27
183,2025-05-25,engaged,2025-05-27
183,2025-05-25,engaged,2025-06-26
183,2025-05-25,engaged,2025-07-26
184,2025-05-04,signup,2025-05-04
184,2025-05-04,activated,2025-05-06
185,2025-02-25,signup,2025-02-25
185,2025-02-25,activated,2025-02-26
185,2025-02-25,engaged,2025-03-06
185,2025-02-25,engaged,2025-03-27
186,2025-11-01,signup,2025-11-01
186,2025-11-01,activated,2025-11-01
186,2025-11-01,engaged,2025-11-06
186,2025-11-01,engaged,2025-12-07
187,2025-04-30,signup,2025-04-30
187,2025-04-30,activated,2025-05-02
187,2025-04-30,engaged,2025-05-05
188,2025-11-28,signup,2025-11-28
188,2025-11-28,activated,2025-11-28
188,2025-11-28,engaged,2025-12-07
189,2025-09-11,signup,2025-09-11
190,2025-01-31,signup,2025-01-31
191,2025-09-01,signup,2025-09-01
191,2025-09-01,activated,2025-09-02
191,2025-09-01,engaged,2025-09-05
192,2025-04-16,signup,2025-04-16
192,2025-04-16,activated,2025-04-16
192,2025-04-16,engaged,2025-04-24
192,2025-04-16,upgraded,2025-04-24
192,2025-04-16,engaged,2025-05-16
193,2025-11-24,signup,2025-11-24
194,2025-11-07,signup,2025-11-07
195,2025-11-04,signup,2025-11-04
195,2025-11-04,activated,2025-11-06
196,2025-10-18,signup,2025-10-18
196,2025-10-18,activated,2025-10-19
197,2025-02-23,signup,2025-02-23
197,2025-02-23,activated,2025-02-25
197,2025-02-23,engaged,2025-02-28
197,2025-02-23,upgraded,2025-02-28
198,2025-03-13,signup,2025-03-13
198,2025-03-13,activated,2025-03-13
199,2025-08-09,signup,2025-08-09
199,2025-08-09,activated,2025-08-10
199,2025-08-09,engaged,2025-08-12
200,2025-01-03,signup,2025-01-03
201,2024-09-10,signup,2024-09-10
201,2024-09-10,activated,2024-09-13
202,2024-11-01,signup,2024-11-01
202,2024-11-01,activated,2024-11-04
202,2024-11-01,engaged,2024-11-04
203,2026-01-25,signup,2026-01-25
203,2026-01-25,activated,2026-01-27
204,2025-12-17,signup,2025-12-17
204,2025-12-17,activated,2025-12-19
204,2025-12-17,engaged,2025-12-21
204,2025-12-17,engaged,2026-01-24
204,2025-12-17,upgraded,2026-01-24
205,2025-08-14,signup,2025-08-14
206,2025-04-10,signup,2025-04-10
207,2025-06-22,signup,2025-06-22
207,2025-06-22,activated,2025-06-23
207,2025-06-22,engaged,2025-06-24
208,2025-07-03,signup,2025-07-03
209,2025-04-23,signup,2025-04-23
210,2025-02-08,signup,2025-02-08
210,2025-02-08,activated,2025-02-09
210,2025-02-08,engaged,2025-02-11
210,2025-02-08,engaged,2025-03-12
211,2025-04-19,signup,2025-04-19
211,2025-04-19,activated,2025-04-20
211,2025-04-19,engaged,2025-04-26
211,2025-04-19,engaged,2025-05-24
211,2025-04-19,engaged,2025-06-26
211,2025-04-19,engaged,2025-07-25
211,2025-04-19,engaged,2025-08-19
211,2025-04-19,engaged,2025-09-26
211,2025-04-19,engaged,2025-10-16
211,2025-04-19,engaged,2025-11-19
211,2025-04-19,upgraded,2025-11-19
212,2025-10-03,signup,2025-10-03
213,2024-12-26,signup,2024-12-26
214,2025-04-03,signup,2025-04-03
215,2025-09-16,signup,2025-09-16
215,2025-09-16,activated,2025-09-18
215,2025-09-16,engaged,2025-09-18
215,2025-09-16,engaged,2025-10-22
215,2025-09-16,engaged,2025-11-21
215,2025-09-16,engaged,2025-12-23
216,2025-07-23,signup,2025-07-23
217,2025-01-25,signup,2025-01-25
218,2025-11-14,signup,2025-11-14
218,2025-11-14,activated,2025-11-14
219,2024-09-13,signup,2024-09-13
219,2024-09-13,activated,2024-09-14
220,2024-08-27,signup,2024-08-27
220,2024-08-27,activated,2024-08-27
220,2024-08-27,engaged,2024-08-31
220,2024-08-27,engaged,2024-10-02
220,2024-08-27,engaged,2024-10-26
220,2024-08-27,engaged,2024-12-02
220,2024-08-27,engaged,2025-01-04
221,2025-01-11,signup,2025-01-11
221,2025-01-11,activated,2025-01-12
221,2025-01-11,engaged,2025-01-11
221,2025-01-11,engaged,2025-02-11
222,2025-08-03,signup,2025-08-03
222,2025-08-03,activated,2025-08-05
222,2025-08-03,engaged,2025-08-08
223,2025-06-06,signup,2025-06-06
224,2025-07-17,signup,2025-07-17
224,2025-07-17,activated,2025-07-20
225,2025-06-06,signup,2025-06-06
225,2025-06-06,activated,2025-06-08
225,2025-06-06,engaged,2025-06-07
226,2025-02-27,signup,2025-02-27
226,2025-02-27,activated,2025-02-28
226,2025-02-27,engaged,2025-02-28
226,2025-02-27,engaged,2025-03-30
227,2025-11-05,signup,2025-11-05
227,2025-11-05,activated,2025-11-06
227,2025-11-05,engaged,2025-11-07
227,2025-11-05,engaged,2025-12-07
227,2025-11-05,engaged,2026-01-10
228,2025-03-17,signup,2025-03-17
229,2025-03-13,signup,2025-03-13
230,2024-08-20,signup,2024-08-20
231,2025-02-21,signup,2025-02-21
231,2025-02-21,activated,2025-02-23
231,2025-02-21,engaged,2025-02-24
231,2025-02-21,engaged,2025-03-23
231,2025-02-21,engaged,2025-04-27
231,2025-02-21,upgraded,2025-04-27
231,2025-02-21,engaged,2025-05-22
232,2025-07-30,signup,2025-07-30
233,2025-02-19,signup,2025-02-19
233,2025-02-19,activated,2025-02-20
234,2025-12-12,signup,2025-12-12
235,2025-04-15,signup,2025-04-15
235,2025-04-15,activated,2025-04-18
235,2025-04-15,engaged,2025-04-19
235,2025-04-15,upgraded,2025-04-19
235,2025-04-15,engaged,2025-05-24
236,2025-11-08,signup,2025-11-08
236,2025-11-08,activated,2025-11-08
237,2025-07-03,signup,2025-07-03
238,2024-10-14,signup,2024-10-14
239,2025-01-03,signup,2025-01-03
239,2025-01-03,activated,2025-01-03
240,2025-11-04,signup,2025-11-04
241,2025-09-24,signup,2025-09-24
241,2025-09-24,activated,2025-09-24
242,2025-07-01,signup,2025-07-01
242,2025-07-01,activated,2025-07-03
242,2025-07-01,engaged,2025-07-07
243,2024-10-10,signup,2024-10-10
243,2024-10-10,activated,2024-10-10
243,2024-10-10,engaged,2024-10-18
243,2024-10-10,engaged,2024-11-14
244,2025-04-04,signup,2025-04-04
245,2025-10-22,signup,2025-10-22
245,2025-10-22,activated,2025-10-23
246,2025-05-07,signup,2025-05-07
246,2025-05-07,activated,2025-05-09
246,2025-05-07,engaged,2025-05-14
246,2025-05-07,upgraded,2025-05-14
247,2025-06-09,signup,2025-06-09
247,2025-06-09,activated,2025-06-11
247,2025-06-09,engaged,2025-06-19
248,2025-08-21,signup,2025-08-21
248,2025-08-21,activated,2025-08-24
249,2026-01-24,signup,2026-01-24
249,2026-01-24,activated,2026-01-25
249,2026-01-24,engaged,2026-01-31
249,2026-01-24,upgraded,2026-01-31
250,2025-10-11,signup,2025-10-11
250,2025-10-11,activated,2025-10-14
251,2026-01-12,signup,2026-01-12
251,2026-01-12,activated,2026-01-14
252,2025-02-27,signup,2025-02-27
252,2025-02-27,activated,2025-03-02
252,2025-02-27,engaged,2025-03-03
252,2025-02-27,engaged,2025-04-07
252,2025-02-27,engaged,2025-05-05
252,2025-02-27,engaged,2025-06-06
252,2025-02-27,engaged,2025-07-07
252,2025-02-27,engaged,2025-07-28
252,2025-02-27,engaged,2025-08-28
252,2025-02-27,engaged,2025-09-29
252,2025-02-27,engaged,2025-10-31
252,2025-02-27,engaged,2025-11-26
252,2025-02-27,engaged,2025-12-24
252,2025-02-27,upgraded,2025-12-24
252,2025-02-27,engaged,2026-01-25
253,2025-02-25,signup,2025-02-25
253,2025-02-25,activated,2025-02-25
253,2025-02-25,engaged,2025-03-07
253,2025-02-25,engaged,2025-04-01
254,2025-07-24,signup,2025-07-24
254,2025-07-24,activated,2025-07-26
254,2025-07-24,engaged,2025-07-26
254,2025-07-24,engaged,2025-09-02
254,2025-07-24,engaged,2025-09-27
254,2025-07-24,engaged,2025-10-30
254,2025-07-24,engaged,2025-11-23
254,2025-07-24,engaged,2025-12-28
255,2025-09-03,signup,2025-09-03
255,2025-09-03,activated,2025-09-03
255,2025-09-03,engaged,2025-09-03
255,2025-09-03,engaged,2025-10-06
255,2025-09-03,engaged,2025-11-11
256,2024-09-21,signup,2024-09-21
257,2025-11-11,signup,2025-11-11
257,2025-11-11,activated,2025-11-14
258,2025-03-05,signup,2025-03-05
259,2025-05-13,signup,2025-05-13
260,2025-12-27,signup,2025-12-27
260,2025-12-27,activated,2025-12-30
260,2025-12-27,engaged,2025-12-27
261,2026-01-04,signup,2026-01-04
261,2026-01-04,activated,2026-01-06
261,2026-01-04,engaged,2026-01-11
262,2025-12-27,signup,2025-12-27
262,2025-12-27,activated,2025-12-30
263,2025-04-14,signup,2025-04-14
264,2025-07-03,signup,2025-07-03
264,2025-07-03,activated,2025-07-03
264,2025-07-03,engaged,2025-07-03
265,2025-11-05,signup,2025-11-05
265,2025-11-05,activated,2025-11-05
266,2025-11-23,signup,2025-11-23
266,2025-11-23,activated,2025-11-24
266,2025-11-23,engaged,2025-11-30
267,2025-09-15,signup,2025-09-15
267,2025-09-15,activated,2025-09-16
267,2025-09-15,engaged,2025-09-23
267,2025-09-15,engaged,2025-10-15
267,2025-09-15,upgraded,2025-10-15
267,2025-09-15,engaged,2025-11-23
267,2025-09-15,engaged,2025-12-24
268,2025-03-29,signup,2025-03-29
268,2025-03-29,activated,2025-04-01
268,2025-03-29,engaged,2025-04-08
268,2025-03-29,engaged,2025-05-04
268,2025-03-29,engaged,2025-05-28
269,2025-09-05,signup,2025-09-05
269,2025-09-05,activated,2025-09-07
270,2025-06-17,signup,2025-06-17
271,2025-07-05,signup,2025-07-05
271,2025-07-05,activated,2025-07-05
271,2025-07-05,engaged,2025-07-12
271,2025-07-05,upgraded,2025-07-12
271,2025-07-05,engaged,2025-08-10
272,2025-05-31,signup,2025-05-31
272,2025-05-31,activated,2025-06-03
272,2025-05-31,engaged,2025-06-05
272,2025-05-31,engaged,2025-07-09
272,2025-05-31,engaged,2025-08-04
272,2025-05-31,upgraded,2025-08-04
272,2025-05-31,engaged,2025-09-03
272,2025-05-31,engaged,2025-10-01
273,2025-06-29,signup,2025-06-29
274,2025-06-14,signup,2025-06-14
274,2025-06-14,activated,2025-06-17
274,2025-06-14,engaged,2025-06-24
