experiment_id,user_id,variant,assigned_at,converted
checkout_redesign,2075,control,2025-01-11,0
checkout_redesign,1587,treatment,2025-04-23,0
checkout_redesign,2477,control,2024-12-24,0
checkout_redesign,2022,treatment,2026-01-12,0
checkout_redesign,2347,control,2025-09-19,0
checkout_redesign,1997,treatment,2024-11-13,0
checkout_redesign,598,control,2026-01-12,1
checkout_redesign,1832,treatment,2025-01-31,0
checkout_redesign,1506,control,2024-09-09,0
checkout_redesign,1729,treatment,2025-12-26,0
checkout_redesign,76,control,2024-08-04,0
checkout_redesign,2098,treatment,2025-02-20,0
checkout_redesign,909,control,2026-01-11,0
checkout_redesign,1360,treatment,2025-02-24,0
checkout_redesign,1868,control,2025-05-28,0
checkout_redesign,667,treatment,2025-05-05,1
checkout_redesign,534,control,2025-04-03,0
checkout_redesign,1017,treatment,2025-11-08,0
checkout_redesign,2431,control,2025-05-03,0
checkout_redesign,1135,treatment,2024-09-13,0
checkout_redesign,2746,control,2025-04-16,0
checkout_redesign,2641,treatment,2025-08-12,1
checkout_redesign,500,control,2025-08-19,0
checkout_redesign,917,treatment,2025-05-22,0
checkout_redesign,1862,control,2025-10-01,1
checkout_redesign,839,treatment,2024-12-16,0
checkout_redesign,2820,control,2024-11-17,0
checkout_redesign,2628,treatment,2025-01-15,0
checkout_redesign,2653,control,2025-01-27,0
checkout_redesign,2326,treatment,2025-07-31,0
checkout_redesign,1374,control,2024-07-27,0
checkout_redesign,136,treatment,2024-08-23,0
checkout_redesign,853,control,2024-09-02,0
checkout_redesign,448,treatment,2025-11-11,0
checkout_redesign,524,control,2025-09-06,0
checkout_redesign,663,treatment,2025-04-13,0
checkout_redesign,2945,control,2025-10-08,0
checkout_redesign,2437,treatment,2025-12-05,0
checkout_redesign,1873,control,2025-04-29,0
checkout_redesign,2081,treatment,2025-02-24,0
checkout_redesign,476,control,2025-11-16,0
checkout_redesign,1195,treatment,2025-05-12,1
checkout_redesign,1019,control,2024-10-20,0
checkout_redesign,11,treatment,2025-12-15,0
checkout_redesign,1831,control,2024-10-29,1
checkout_redesign,2855,treatment,2025-10-08,0
checkout_redesign,2324,control,2025-02-07,0
checkout_redesign,358,treatment,2024-11-07,0
checkout_redesign,1892,control,2024-08-13,0
checkout_redesign,948,treatment,2025-02-21,0
checkout_redesign,1214,control,2024-10-11,1
checkout_redesign,845,treatment,2025-05-29,0
checkout_redesign,1565,control,2025-05-07,0
checkout_redesign,2870,treatment,2024-10-03,0
checkout_redesign,315,control,2024-07-31,0
checkout_redesign,648,treatment,2024-09-29,0
checkout_redesign,360,control,2025-07-03,0
checkout_redesign,1368,treatment,2025-11-16,0
checkout_redesign,181,control,2025-11-14,0
checkout_redesign,1544,treatment,2024-09-14,1
checkout_redesign,2661,control,2025-03-02,0
checkout_redesign,989,treatment,2025-11-13,0
checkout_redesign,1002,control,2025-08-08,0
checkout_redesign,2892,treatment,2025-02-21,0
checkout_redesign,2536,control,2025-11-08,0
checkout_redesign,63,treatment,2025-02-03,0
checkout_redesign,737,control,2025-09-05,1
checkout_redesign,1848,treatment,2024-10-21,0
checkout_redesign,916,control,2025-06-09,0
checkout_redesign,973,treatment,2024-11-14,1
checkout_redesign,2551,control,2024-07-18,0
checkout_redesign,924,treatment,2025-06-09,1
checkout_redesign,1473,control,2025-12-14,0
checkout_redesign,2109,treatment,2026-01-12,0
checkout_redesign,1955,control,2025-01-05,1
checkout_redesign,15,treatment,2024-07-26,0
checkout_redesign,1416,control,2025-02-25,0
checkout_redesign,2830,treatment,2024-10-09,0
checkout_redesign,490,control,2024-10-04,1
checkout_redesign,1881,treatment,2025-10-23,0
checkout_redesign,1475,control,2024-10-09,0
checkout_redesign,664,treatment,2025-01-15,0
checkout_redesign,239,control,2025-05-31,0
checkout_redesign,1205,treatment,2025-12-17,0
checkout_redesign,1520,control,2024-07-14,0
checkout_redesign,2739,treatment,2025-04-03,0
checkout_redesign,1560,control,2025-10-05,0
checkout_redesign,2967,treatment,2024-08-27,1
checkout_redesign,499,control,2025-12-08,0
checkout_redesign,2438,treatment,2026-01-14,0
checkout_redesign,2142,control,2025-10-07,0
checkout_redesign,2208,treatment,2026-01-31,0
checkout_redesign,2906,control,2024-07-01,0
checkout_redesign,69,treatment,2025-01-12,0
checkout_redesign,1375,control,2025-11-24,0
checkout_redesign,2059,treatment,2025-08-16,0
checkout_redesign,1088,control,2025-10-29,0
checkout_redesign,418,treatment,2025-05-13,0
checkout_redesign,1852,control,2025-05-04,0
checkout_redesign,1543,treatment,2025-10-02,0
checkout_redesign,2809,control,2024-09-11,0
checkout_redesign,877,treatment,2025-01-05,0
checkout_redesign,806,control,2024-11-28,0
checkout_redesign,1114,treatment,2026-01-11,0
checkout_redesign,1883,control,2024-11-15,0
checkout_redesign,2373,treatment,2024-10-13,1
checkout_redesign,875,control,2026-01-30,0
checkout_redesign,1439,treatment,2026-01-29,0
checkout_redesign,1562,control,2025-04-11,0
checkout_redesign,2677,treatment,2025-10-07,0
checkout_redesign,1102,control,2024-09-27,0
checkout_redesign,905,treatment,2025-05-15,0
checkout_redesign,2294,control,2025-06-06,0
checkout_redesign,2151,treatment,2025-09-17,0
checkout_redesign,516,control,2026-01-06,0
checkout_redesign,2260,treatment,2025-05-31,0
checkout_redesign,2542,control,2026-01-14,0
checkout_redesign,1183,treatment,2025-03-14,1
checkout_redesign,1208,control,2024-10-16,0
checkout_redesign,168,treatment,2025-05-07,0
checkout_redesign,1514,control,2024-09-21,0
checkout_redesign,1512,treatment,2025-02-13,0
checkout_redesign,2992,control,2025-07-04,0
checkout_redesign,424,treatment,2025-07-18,1
checkout_redesign,753,control,2025-06-27,0
checkout_redesign,1765,treatment,2024-07-18,1
checkout_redesign,2679,control,2025-11-02,0
checkout_redesign,129,treatment,2025-12-02,0
checkout_redesign,2239,control,2024-11-14,0
checkout_redesign,2901,treatment,2025-05-17,0
checkout_redesign,514,control,2025-02-14,0
checkout_redesign,352,treatment,2025-08-11,0
checkout_redesign,409,control,2025-12-30,0
checkout_redesign,1510,treatment,2024-10-09,0
checkout_redesign,1557,control,2025-01-26,0
checkout_redesign,1845,treatment,2025-07-20,0
checkout_redesign,2811,control,2025-04-22,0
checkout_redesign,2035,treatment,2025-11-13,0
checkout_redesign,2783,control,2024-12-15,0
checkout_redesign,1121,treatment,2025-08-12,0
checkout_redesign,66,control,2024-09-12,1
checkout_redesign,1359,treatment,2025-02-23,0
checkout_redesign,278,control,2025-07-09,0
checkout_redesign,733,treatment,2025-11-21,0
checkout_redesign,449,control,2024-07-27,0
checkout_redesign,3000,treatment,2025-11-19,0
checkout_redesign,2907,control,2025-03-23,0
checkout_redesign,2770,treatment,2025-01-18,0
checkout_redesign,1601,control,2026-01-20,0
checkout_redesign,768,treatment,2024-07-19,0
checkout_redesign,2695,control,2025-05-10,0
checkout_redesign,2665,treatment,2025-06-15,0
checkout_redesign,469,control,2024-08-15,0
checkout_redesign,1536,treatment,2024-11-19,0
checkout_redesign,2232,control,2026-01-26,0
checkout_redesign,2357,treatment,2025-10-10,0
checkout_redesign,1124,control,2025-07-30,1
checkout_redesign,949,treatment,2025-01-20,0
checkout_redesign,992,control,2024-10-22,0
checkout_redesign,2964,treatment,2025-11-17,0
checkout_redesign,85,control,2025-05-22,1
checkout_redesign,2346,treatment,2025-01-13,0
checkout_redesign,2678,control,2025-11-24,0
checkout_redesign,532,treatment,2024-07-19,0
checkout_redesign,180,control,2025-09-20,0
checkout_redesign,2188,treatment,2024-09-07,0
checkout_redesign,346,control,2025-05-08,0
checkout_redesign,986,treatment,2024-07-04,0
checkout_redesign,386,control,2024-07-31,1
checkout_redesign,2742,treatment,2025-07-29,0
checkout_redesign,1385,control,2024-11-13,0
checkout_redesign,2698,treatment,2025-11-04,0
checkout_redesign,1691,control,2025-01-01,0
checkout_redesign,2800,treatment,2025-02-01,0
checkout_redesign,1362,control,2024-08-28,0
checkout_redesign,80,treatment,2024-12-18,0
checkout_redesign,1727,control,2025-07-24,0
checkout_redesign,1827,treatment,2026-01-23,0
checkout_redesign,1084,control,2025-08-28,0
checkout_redesign,388,treatment,2024-11-09,0
checkout_redesign,2163,control,2024-12-18,0
checkout_redesign,86,treatment,2025-11-27,0
checkout_redesign,2861,control,2025-12-17,0
checkout_redesign,1760,treatment,2024-11-06,0
checkout_redesign,1663,control,2025-10-05,0
checkout_redesign,953,treatment,2025-04-23,0
checkout_redesign,2824,control,2025-09-22,0
checkout_redesign,1322,treatment,2024-10-23,0
checkout_redesign,756,control,2025-08-08,1
checkout_redesign,739,treatment,2025-05-24,0
checkout_redesign,1825,control,2025-02-11,0
checkout_redesign,359,treatment,2024-12-18,0
checkout_redesign,1732,control,2025-12-10,0
checkout_redesign,298,treatment,2024-08-09,0
checkout_redesign,2614,control,2025-08-05,0
checkout_redesign,138,treatment,2025-11-24,0
checkout_redesign,353,control,2024-09-06,0
checkout_redesign,1320,treatment,2025-06-16,0
checkout_redesign,1788,control,2024-12-25,0
checkout_redesign,2474,treatment,2025-04-12,0
checkout_redesign,39,control,2025-03-31,0
checkout_redesign,2058,treatment,2024-07-13,0
checkout_redesign,1791,control,2025-01-30,0
checkout_redesign,859,treatment,2024-07-09,0
checkout_redesign,236,control,2025-08-30,0
checkout_redesign,1566,treatment,2025-07-28,0
checkout_redesign,1252,control,2024-08-21,0
checkout_redesign,2061,treatment,2024-11-07,0
checkout_redesign,124,control,2025-05-17,1
checkout_redesign,1860,treatment,2024-10-21,0
checkout_redesign,2205,control,2024-09-11,1
checkout_redesign,2810,treatment,2024-12-17,0
checkout_redesign,2441,control,2024-07-04,0
checkout_redesign,406,treatment,2024-10-25,0
checkout_redesign,2156,control,2024-10-09,0
checkout_redesign,232,treatment,2025-12-14,0
checkout_redesign,223,control,2025-04-05,1
checkout_redesign,911,treatment,2025-04-27,0
checkout_redesign,1321,control,2025-05-21,0
checkout_redesign,176,treatment,2024-09-26,0
checkout_redesign,2563,control,2025-03-16,1
checkout_redesign,2520,treatment,2025-11-06,0
checkout_redesign,253,control,2024-11-08,0
checkout_redesign,2471,treatment,2025-06-02,0
checkout_redesign,793,control,2025-09-26,0
checkout_redesign,577,treatment,2024-08-08,0
checkout_redesign,518,control,2025-12-26,0
checkout_redesign,1267,treatment,2024-12-22,0
checkout_redesign,2310,control,2025-11-14,1
checkout_redesign,2550,treatment,2025-04-06,0
checkout_redesign,1218,control,2024-10-13,0
checkout_redesign,1423,treatment,2024-07-21,0
checkout_redesign,2309,control,2025-06-22,0
checkout_redesign,2780,treatment,2024-09-28,0
checkout_redesign,1918,control,2025-11-14,0
checkout_redesign,1546,treatment,2024-09-29,0
checkout_redesign,2786,control,2026-01-14,0
checkout_redesign,585,treatment,2024-11-13,0
checkout_redesign,566,control,2025-01-02,0
checkout_redesign,1283,treatment,2026-01-26,0
checkout_redesign,2513,control,2024-07-31,0
checkout_redesign,2180,treatment,2025-02-22,0
checkout_redesign,2493,control,2025-09-25,0
checkout_redesign,505,treatment,2024-11-10,0
checkout_redesign,1206,control,2025-09-13,0
checkout_redesign,1079,treatment,2024-08-09,0
checkout_redesign,1365,control,2026-01-18,0
checkout_redesign,2478,treatment,2025-04-10,0
checkout_redesign,1643,control,2025-06-03,0
checkout_redesign,88,treatment,2025-07-05,0
checkout_redesign,21,control,2024-12-19,0
checkout_redesign,2050,treatment,2025-07-02,1
checkout_redesign,1953,control,2025-05-10,0
checkout_redesign,938,treatment,2024-07-02,1
checkout_redesign,2834,control,2025-07-12,0
checkout_redesign,741,treatment,2025-02-21,0
checkout_redesign,1671,control,2025-11-18,0
checkout_redesign,987,treatment,2024-07-30,0
checkout_redesign,494,control,2025-12-23,1
checkout_redesign,1142,treatment,2025-01-24,1
checkout_redesign,634,control,2025-03-04,1
checkout_redesign,472,treatment,2024-09-23,0
checkout_redesign,1886,control,2026-01-05,0
checkout_redesign,2700,treatment,2024-10-11,0
checkout_redesign,2334,control,2025-04-28,1
checkout_redesign,260,treatment,2025-03-08,0
checkout_redesign,2554,control,2024-07-27,0
checkout_redesign,1704,treatment,2026-01-05,0
checkout_redesign,1588,control,2024-07-31,0
checkout_redesign,1500,treatment,2024-09-13,1
checkout_redesign,2790,control,2025-03-21,0
checkout_redesign,2352,treatment,2024-08-03,1
checkout_redesign,1919,control,2025-03-22,0
checkout_redesign,1018,treatment,2024-10-03,0
checkout_redesign,666,control,2024-11-18,0
checkout_redesign,575,treatment,2025-01-02,0
checkout_redesign,2110,control,2025-02-12,0
checkout_redesign,1493,treatment,2025-04-08,0
checkout_redesign,2812,control,2025-03-07,0
checkout_redesign,1767,treatment,2024-08-31,0
checkout_redesign,1991,control,2024-08-10,0
checkout_redesign,882,treatment,2024-08-03,0
checkout_redesign,1685,control,2025-06-24,0
checkout_redesign,907,treatment,2024-08-11,0
checkout_redesign,2608,control,2024-12-31,0
checkout_redesign,2355,treatment,2025-02-17,0
checkout_redesign,2291,control,2025-07-11,0
checkout_redesign,1908,treatment,2024-10-25,0
checkout_redesign,277,control,2026-01-18,0
checkout_redesign,751,treatment,2024-08-04,1
checkout_redesign,701,control,2025-07-24,0
checkout_redesign,2418,treatment,2025-01-05,0
checkout_redesign,250,control,2025-04-18,0
checkout_redesign,2902,treatment,2024-08-18,0
checkout_redesign,695,control,2026-01-29,0
checkout_redesign,2350,treatment,2025-03-04,0
checkout_redesign,207,control,2024-08-11,0
checkout_redesign,2036,treatment,2025-01-31,0
checkout_redesign,171,control,2025-11-15,0
checkout_redesign,2496,treatment,2025-08-11,0
checkout_redesign,1317,control,2025-09-09,0
checkout_redesign,2311,treatment,2025-05-12,0
checkout_redesign,2601,control,2025-06-29,0
checkout_redesign,2218,treatment,2025-08-18,0
checkout_redesign,1285,control,2026-02-01,0
checkout_redesign,543,treatment,2024-12-31,0
checkout_redesign,2194,control,2025-04-14,0
checkout_redesign,350,treatment,2025-02-06,0
checkout_redesign,725,control,2025-11-13,0
checkout_redesign,1833,treatment,2025-02-19,0
checkout_redesign,2617,control,2025-05-02,1
checkout_redesign,273,treatment,2024-11-08,0
checkout_redesign,349,control,2025-03-01,0
checkout_redesign,1903,treatment,2024-11-12,0
checkout_redesign,2804,control,2025-09-11,0
checkout_redesign,1548,treatment,2025-01-02,0
checkout_redesign,301,control,2025-11-18,0
checkout_redesign,891,treatment,2025-08-06,0
checkout_redesign,1165,control,2025-08-12,0
checkout_redesign,530,treatment,2025-12-30,0
checkout_redesign,1159,control,2025-05-06,0
checkout_redesign,1245,treatment,2024-11-15,0
checkout_redesign,2268,control,2025-05-21,0
checkout_redesign,1445,treatment,2025-06-22,0
checkout_redesign,461,control,2024-09-05,0
checkout_redesign,2275,treatment,2025-10-10,0
checkout_redesign,951,control,2025-12-12,0
checkout_redesign,1184,treatment,2025-01-10,0
checkout_redesign,423,control,2025-09-10,0
checkout_redesign,2720,treatment,2025-12-31,0
checkout_redesign,759,control,2025-02-15,0
checkout_redesign,2989,treatment,2025-11-06,0
checkout_redesign,610,control,2025-01-15,0
checkout_redesign,950,treatment,2025-11-21,0
checkout_redesign,2659,control,2025-05-27,0
checkout_redesign,1590,treatment,2025-11-18,0
checkout_redesign,549,control,2024-09-04,0
checkout_redesign,195,treatment,2025-07-30,0
checkout_redesign,2106,control,2025-09-21,0
checkout_redesign,1103,treatment,2025-10-17,0
checkout_redesign,1808,control,2025-12-07,0
checkout_redesign,1502,treatment,2024-07-28,0
checkout_redesign,2667,control,2024-08-10,0
checkout_redesign,631,treatment,2024-12-23,0
checkout_redesign,703,control,2024-12-22,0
checkout_redesign,672,treatment,2025-10-03,0
checkout_redesign,1377,control,2025-11-06,0
checkout_redesign,8,treatment,2026-01-26,0
checkout_redesign,2080,control,2025-05-28,0
checkout_redesign,2435,treatment,2025-12-27,0
checkout_redesign,2011,control,2025-07-18,1
checkout_redesign,2256,treatment,2026-01-15,0
checkout_redesign,2170,control,2025-06-27,0
checkout_redesign,2120,treatment,2024-09-12,0
checkout_redesign,1198,control,2025-07-09,0
checkout_redesign,1668,treatment,2025-04-08,0
checkout_redesign,2187,control,2025-07-16,0
checkout_redesign,2132,treatment,2024-12-04,0
checkout_redesign,347,control,2026-01-15,1
checkout_redesign,783,treatment,2025-02-23,0
checkout_redesign,1260,control,2025-09-01,0
checkout_redesign,201,treatment,2024-08-07,0
checkout_redesign,1549,control,2024-10-27,0
checkout_redesign,374,treatment,2025-10-17,0
checkout_redesign,1851,control,2026-01-31,0
checkout_redesign,1751,treatment,2025-03-10,0
checkout_redesign,1658,control,2025-10-27,0
checkout_redesign,1010,treatment,2025-11-12,0
checkout_redesign,1071,control,2026-01-28,1
checkout_redesign,693,treatment,2025-02-25,0
checkout_redesign,1723,control,2024-11-04,0
checkout_redesign,1282,treatment,2025-06-28,0
checkout_redesign,1842,control,2025-02-09,0
checkout_redesign,1048,treatment,2025-06-24,0
checkout_redesign,1200,control,2024-08-20,0
checkout_redesign,719,treatment,2025-04-23,0
checkout_redesign,609,control,2025-03-19,0
checkout_redesign,238,treatment,2025-06-20,1
checkout_redesign,2962,control,2024-09-03,0
checkout_redesign,477,treatment,2025-04-16,0
checkout_redesign,2332,control,2025-10-31,0
checkout_redesign,1149,treatment,2025-12-22,0
checkout_redesign,2115,control,2025-11-10,0
checkout_redesign,1771,treatment,2026-01-16,0
checkout_redesign,2245,control,2025-06-19,1
checkout_redesign,2862,treatment,2025-01-14,0
checkout_redesign,1703,control,2025-11-24,0
checkout_redesign,1978,treatment,2025-09-27,0
checkout_redesign,2284,control,2025-04-04,0
checkout_redesign,861,treatment,2025-09-11,1
checkout_redesign,2723,control,2024-10-26,0
checkout_redesign,2282,treatment,2025-07-02,0
checkout_redesign,1403,control,2025-05-24,0
checkout_redesign,1220,treatment,2024-10-15,0
checkout_redesign,1575,control,2025-06-06,0
checkout_redesign,113,treatment,2025-12-15,0
checkout_redesign,1889,control,2025-03-07,0
checkout_redesign,1639,treatment,2025-12-26,0
checkout_redesign,2823,control,2025-10-01,0
checkout_redesign,2486,treatment,2025-06-03,0
checkout_redesign,2136,control,2024-12-08,0
checkout_redesign,2507,treatment,2025-09-25,0
checkout_redesign,456,control,2025-01-24,0
checkout_redesign,2197,treatment,2024-07-23,0
checkout_redesign,2768,control,2024-07-02,0
checkout_redesign,1070,treatment,2025-03-10,0
checkout_redesign,633,control,2025-11-25,0
checkout_redesign,2031,treatment,2025-08-15,1
checkout_redesign,2552,control,2025-07-19,0
checkout_redesign,36,treatment,2025-04-07,0
checkout_redesign,2,control,2025-07-12,0
checkout_redesign,1858,treatment,2024-08-20,0
checkout_redesign,190,control,2025-02-04,0
checkout_redesign,1020,treatment,2025-08-05,0
checkout_redesign,646,control,2024-12-02,0
checkout_redesign,2102,treatment,2024-09-16,0
checkout_redesign,28,control,2024-07-27,0
checkout_redesign,961,treatment,2024-10-25,0
checkout_redesign,626,control,2025-08-01,0
checkout_redesign,896,treatment,2025-10-14,0
checkout_redesign,2428,control,2025-08-05,1
checkout_redesign,27,treatment,2025-09-22,0
checkout_redesign,2009,control,2025-03-06,1
checkout_redesign,1123,treatment,2025-01-01,1
checkout_redesign,2923,control,2025-11-12,0
checkout_redesign,935,treatment,2025-05-02,0
checkout_redesign,2302,control,2025-12-09,0
checkout_redesign,697,treatment,2025-05-03,0
checkout_redesign,98,control,2025-01-13,0
checkout_redesign,1043,treatment,2025-12-04,0
checkout_redesign,1015,control,2025-04-01,0
checkout_redesign,2767,treatment,2025-10-09,0
checkout_redesign,1109,control,2025-08-12,1
checkout_redesign,878,treatment,2025-09-19,0
checkout_redesign,308,control,2025-01-04,0
checkout_redesign,487,treatment,2024-07-10,0
checkout_redesign,860,control,2025-12-31,0
checkout_redesign,1417,treatment,2024-08-21,0
checkout_redesign,2470,control,2025-02-13,1
checkout_redesign,2396,treatment,2024-10-11,0
checkout_redesign,818,control,2024-07-24,0
checkout_redesign,2207,treatment,2025-03-27,0
checkout_redesign,832,control,2024-07-15,0
checkout_redesign,2664,treatment,2024-12-21,0
checkout_redesign,2274,control,2025-12-19,0
checkout_redesign,2292,treatment,2024-08-15,0
checkout_redesign,819,control,2025-05-15,1
checkout_redesign,990,treatment,2025-12-03,0
checkout_redesign,2459,control,2025-05-06,0
checkout_redesign,474,treatment,2025-11-16,0
checkout_redesign,1724,control,2025-02-07,0
checkout_redesign,2013,treatment,2025-10-13,0
checkout_redesign,2787,control,2025-03-11,0
checkout_redesign,2539,treatment,2025-08-30,0
checkout_redesign,997,control,2025-06-08,0
checkout_redesign,1444,treatment,2024-11-08,1
checkout_redesign,2555,control,2025-09-24,0
checkout_redesign,58,treatment,2025-01-25,0
checkout_redesign,2348,control,2024-08-18,1
checkout_redesign,876,treatment,2025-10-08,0
checkout_redesign,2449,control,2025-07-14,1
checkout_redesign,1461,treatment,2025-01-05,0
checkout_redesign,1614,control,2025-08-30,0
checkout_redesign,344,treatment,2025-03-02,0
checkout_redesign,2955,control,2024-12-04,1
checkout_redesign,1436,treatment,2024-09-20,0
checkout_redesign,75,control,2025-01-17,0
checkout_redesign,1163,treatment,2024-07-01,1
checkout_redesign,2961,control,2025-08-22,0
checkout_redesign,2372,treatment,2025-12-06,0
checkout_redesign,2938,control,2025-11-26,0
checkout_redesign,166,treatment,2025-02-02,0
checkout_redesign,1023,control,2025-05-14,0
checkout_redesign,748,treatment,2026-01-30,1
checkout_redesign,1772,control,2024-12-02,0
checkout_redesign,1761,treatment,2024-07-06,0
checkout_redesign,1312,control,2025-02-02,0
checkout_redesign,1355,treatment,2025-03-15,0
checkout_redesign,2129,control,2025-12-25,0
checkout_redesign,2893,treatment,2025-07-07,0
checkout_redesign,2201,control,2025-05-03,0
checkout_redesign,2701,treatment,2025-09-06,1
checkout_redesign,2078,control,2025-12-30,0
checkout_redesign,1068,treatment,2025-07-04,0
checkout_redesign,2095,control,2025-08-29,0
checkout_redesign,2711,treatment,2025-10-14,0
checkout_redesign,2798,control,2025-02-14,0
checkout_redesign,1863,treatment,2025-03-07,0
checkout_redesign,1547,control,2025-08-31,0
checkout_redesign,1567,treatment,2026-01-08,0
checkout_redesign,2270,control,2025-10-12,0
checkout_redesign,2612,treatment,2026-01-04,0
checkout_redesign,2935,control,2025-12-11,0
checkout_redesign,130,treatment,2024-12-27,0
checkout_redesign,943,control,2025-05-14,0
checkout_redesign,851,treatment,2025-02-10,0
checkout_redesign,68,control,2026-01-14,0
checkout_redesign,13,treatment,2025-07-20,0
checkout_redesign,1778,control,2024-08-15,0
checkout_redesign,1897,treatment,2024-09-21,0
checkout_redesign,2301,control,2024-08-10,0
checkout_redesign,26,treatment,2025-04-30,0
checkout_redesign,1021,control,2025-10-02,0
checkout_redesign,1746,treatment,2024-07-09,0
checkout_redesign,567,control,2025-10-29,1
checkout_redesign,539,treatment,2025-01-17,0
checkout_redesign,2128,control,2025-01-30,0
checkout_redesign,2414,treatment,2025-12-27,0
checkout_redesign,2755,control,2024-09-07,0
checkout_redesign,430,treatment,2024-11-23,0
checkout_redesign,398,control,2025-07-25,0
checkout_redesign,1291,treatment,2024-11-13,0
checkout_redesign,2004,control,2025-12-08,0
checkout_redesign,245,treatment,2025-09-11,0
checkout_redesign,2557,control,2025-05-06,0
checkout_redesign,2053,treatment,2024-09-29,0
checkout_redesign,511,control,2024-08-14,0
